Rank,Title,Citations,Year,URL,Description
11,An experiment in teaching cognitive systems online,42,2015,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=yaCigtkAAAAJ&pagesize=50&citation_for_view=yaCigtkAAAAJ:hqOjcs7Dif8C,"In Fall 2014 we offered an online course CS 7637 Knowledge-Based Artificial Intelligence: Cognitive Systems (KBAI) to about 200 students as part of the Georgia Tech Online MS in CS program. We incorporated lessons from learning science into the design of the project-based online KBAI course. We embedded~ 150 microexercises and~ 100 AI nanotutors into the online videos. As a quasi-experiment, we ran a typical inperson class with 75 students in parallel, with the same course syllabus, structure, assignments, projects and examinations. Based on the feedback of the students in the online KBAI class, and comparison of their performance with the students in the inperson class, the online course appears to have been a success. In this paper, we describe the design, development and delivery of the online KBAI class. We also discuss the evaluation of the course."
12,ChatGPT in Education: Partner or pariah?,36,2023,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=yaCigtkAAAAJ&pagesize=50&citation_for_view=yaCigtkAAAAJ:NhqRSupF_l8C,"ChatGPT has taken the world by storm, with educators reeling from its implication for curricula and assessment. This article examines how ChatGPT resembles earlier technologies and predicts how we can expect it to impact education going forward."
13,The unexpected pedagogical benefits of making higher education accessible,35,2016,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=yaCigtkAAAAJ&pagesize=50&citation_for_view=yaCigtkAAAAJ:8k81kl-MbHgC,"Many ongoing efforts in online education aim to increase accessibility through affordability and flexibility, but some critics have noted that pedagogy often suffers during these efforts. In contrast, in the low-cost for-credit Georgia Tech Online Masters of Science in Computer Science (OMSCS) program, we have observed that the features that make the program accessible also lead to pedagogical benefits. In this paper, we discuss the pedagogical benefits, and draw a causal link between those benefits and the factors that increase the program's accessibility."
14,Master's at scale: Five years in a scalable online graduate degree,34,2019,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=yaCigtkAAAAJ&pagesize=50&citation_for_view=yaCigtkAAAAJ:e5wmG9Sq2KIC,"In 2014, Georgia Tech launched the first for-credit MOOC-based graduate degree program. In the five years since, the program has proven generally successful, enrolling over 14,000 unique students, and several other similar programs have followed in its footsteps. Existing research on the program has focused largely on details of individual classes; program-level research, however, has been scarce. In this paper, we delve into the program-level details of an at-scale Master's degree, from the story of its creation through the data generated by the program, including the numbers of applications, admissions, matriculations, and graduations; enrollment details including demographic information and retention patterns; trends in student grades and experience as compared to the on-campus student body; and alumni perceptions. Among our findings, we note that the program has stabilized at a retention rate of around …"
15,Enrollment motivations in an online graduate CS program: Trends & gender-and age-based differences,33,2020,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=yaCigtkAAAAJ&pagesize=50&citation_for_view=yaCigtkAAAAJ:isC4tDSrTZIC,"Demand for CS education has risen, leading to numerous new programs, such as the rise of affordable online degrees. Research shows these programs meet an otherwise untapped audience of working professionals seeking graduate level CS education. In this study, we examine the motivations for enrollment among students in one such online MSCS program. Based responses to an open ended question, we develop a typology of motivations, including goals (e.g. career transition), opportunities (e.g. enrolling without taking time off work), and assurances that their goals will be met (e..g the program's accreditation). We then issue a closed survey question to a new group of students to further explore these motivations. In this paper, we discuss both aggregate and demographic trends in motivations, including the different motivations of men and women and what they imply about the program's impact on the …"
16,MILA–S: generation of agent-based simulations from conceptual models of complex systems,33,2014,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=yaCigtkAAAAJ&pagesize=50&citation_for_view=yaCigtkAAAAJ:9yKSN-GCB0IC,"Scientists use both conceptual models and executable simulations to help them make sense of the world. Models and simulations each have unique affordances and limitations, and it is useful to leverage their affordances to mitigate their respective limitations. One way to do this is by generating the simulations based on the conceptual models, preserving the capacity for rapid revision and knowledge sharing allowed by the conceptual models while extending them to provide the repeated testing and feedback of the simulations. In this paper, we present an interactive system called MILAfiS for generating agent-based simulations from conceptual models of ecological systems. Designed with STEM education in mind, this user-centered interface design allows the user to construct a Component-Mechanism-Phenomenon conceptual model of a complex system, and then compile the conceptual model into an …"
17,Squeezing the limeade: policies and workflows for scalable online degrees,32,2018,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=yaCigtkAAAAJ&pagesize=50&citation_for_view=yaCigtkAAAAJ:aqlVkmm33-oC,"In recent years, non-credit options for learning at scale have outpaced for-credit options. To scale for-credit options, workflows and policies must be devised to preserve the characteristics of accredited higher education---such as the presumption of human evaluation and an assertion of academic integrity---despite increased scale. These efforts must follow as well with shifting from offering isolated courses (or informal collections thereof) to offering full degree programs with additional administrative elements. We see this shift as one from Massive Open Online Courses (MOOCs) to Large, Internet-Mediated Asynchronous Degrees (Limeades). In this work, we perform a qualitative research study on one such program that has scaled to 6,500 students while retaining full accreditation. We report a typology of policies and workflows employed by the individual classes to deliver this experience."
18,Designing videos with pedagogical strategies: Online students' perceptions of their effectiveness,32,2016,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=yaCigtkAAAAJ&pagesize=50&citation_for_view=yaCigtkAAAAJ:3fE2CSJIrl8C,"Despite the ubiquitous use of videos in online learning and enormous literature on designing online learning, there has been relatively little research on what pedagogical strategies should be used to make the most of video lessons and what constitutes an effective video for student learning. We experimented with a model of incorporating four pedagogical strategies, four instructional phases, and four production guidelines-in designing and developing video lessons for an online graduate course. In this paper, we share our experience as well as students' perceptions of their effectiveness. We also discuss what needs to be done for future research."
19,Graders as meta-reviewers: Simultaneously scaling and improving expert evaluation for large online classrooms,32,2016,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=yaCigtkAAAAJ&pagesize=50&citation_for_view=yaCigtkAAAAJ:MXK_kJrjxJIC,"Large classes, both online and residential, typically demand many graders for evaluating students' written work. Some classes attempt to use autograding or peer grading, but these both present challenges to assigning grades at for-credit institutions, such as the difficulty of autograding to evaluate free-response answers and the lack of expert oversight in peer grading. In a large, online class at Georgia Tech in Summer 2015, we experimented with a new approach to grading: framing graders as meta-reviewers, charged with evaluating the original work in the context of peer reviews. To evaluate this approach, we conducted a pair of controlled experiments and a handful of qualitative analyses. We found that having access to peer reviews improves the perceived quality of feedback provided by graders without decreasing the graders' efficiency and with only a small influence on the grades assigned."
20,Sensing affect to empower students: Learner perspectives on affect-sensitive technology in large educational contexts,31,2020,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=yaCigtkAAAAJ&pagesize=50&citation_for_view=yaCigtkAAAAJ:blknAaTinKkC,"Large-scale educational settings have been common domains for affect detection and recognition research. Most research emphasizes improvements in the accuracy of affect measurement to enhance instructors' efficiency in managing large numbers of students. However, these technologies are not designed from students' perspectives, nor designed for students' own usage. To identify the unique design considerations for affect sensors that consider student capacities and challenges, and explore the potential of affect sensors to support students' self-learning, we conducted semi-structured interviews and surveys with both online students and on-campus students enrolled in large in-person classes. Drawing on these studies we: (a) propose using affect data to support students' self-regulated learning behaviors through a ""scaling for empowerment'' design perspective, (b) identify design guidelines to mitigate …"
21,TAPS: A MOSS extension for detecting software plagiarism at scale,31,2016,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=yaCigtkAAAAJ&pagesize=50&citation_for_view=yaCigtkAAAAJ:kNdYIx-mwKoC,"Cheating in computer science classes can damage the reputation of institutions and their students. It is therefore essential to routinely authenticate student submissions with available software plagiarism detection algorithms such as Measure of Software Similarity (MOSS). Scaling this task for large classes where assignments are repeated each semester adds complexity and increases the instructor workload. The MOSS Tool for Addressing Plagiarism at Scale (MOSS-TAPS), organizes the MOSS submission task in courses that repeat coding assignments. In a recent use-case in the Online Master of Science in Computer Science (OMSCS) program at the Georgia Institute of Technology, the instructor time spent was reduced from 50 hours to only 10 minutes using the managed submission tool design presented here. MOSS-TAPS provides persistent configuration, supports a mixture of software languages and file …"
22,Improving inquiry-driven modeling in science education through interaction with intelligent tutoring agents,31,2015,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=yaCigtkAAAAJ&pagesize=50&citation_for_view=yaCigtkAAAAJ:WF5omc3nYNoC,"This paper presents the design and evaluation of a set of intelligent tutoring agents constructed to teach teams of students an authentic process of inquiry-driven modeling. The paper first presents the theoretical grounding for inquiry-driven modeling as both a teaching strategy and a learning goal, and then presents the need for guided instruction to improve learning of this skill. However, guided instruction is difficulty to provide in a one-to-many classroom environment, and thus, this paper makes the case that interaction with a metacognitive tutoring system can help students acquire the skill. The paper then describes the design of an exploratory learning environment, the Modeling and Inquiry Learning Application (MILA), and an accompanying set of metacognitive tutors (MILA--T). These tools were used in a controlled experiment with 84 teams (237 total students) in which some teams received and interacted with …"
23,Toward CS1 at scale: building and testing a MOOC-for-credit candidate,30,2018,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=yaCigtkAAAAJ&pagesize=50&citation_for_view=yaCigtkAAAAJ:mVmsd5A6BfQC,"If a MOOC is to qualify for equal credit as an existing on-campus offering, students must achieve comparable outcomes, both educational and attitudinal. We have built a MOOC for teaching CS1 with the intent of offering it for degree credit. To test its eligibility for credit, we delivered it as an online for-credit course for two semesters to 197 on-campus students who selected the online version rather than a traditional version. We compared the demographics, outcomes, and experiences of these students to the 715 students in the traditional version. We found the online students more likely to be older; to be underrepresented minorities; and to have previously failed a CS class. We then found that our online students attained comparable learning outcomes to students in the traditional section. Finally, we found that our online students perceived the online course quality more positively and required less time to achieve …"
24,Five years of graduate CS education online and at scale,28,2019,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=yaCigtkAAAAJ&pagesize=50&citation_for_view=yaCigtkAAAAJ:hFOr9nPyWt4C,"In 2014, Georgia Tech launched an online campus for its Master of Science in Computer Science program. The degree, equal in stature and accreditation to its on-campus counterpart, offered a notably lower cost of attendance. Its design emphasized flexibility in both geography and time, allowing students from around the world to earn a highly-ranked MSCS without taking time off work or moving to campus. Five years later, the program enrolls over 8000 students per semester and has graduated 1500 alumni. It is believed to be the largest program of its kind and has received recognition from national organizations on professional education. Existing research on the pro-gram has focused on challenges and opportunities to scale that are agnostic to the content itself. In this reflection, we look at the creation and growth of the program as it relates to graduate-level CS instruction. In particular, we note a unique and …"
25,Informal Learning Communities: The Other Massive Open Online'C',23,2020,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=yaCigtkAAAAJ&pagesize=50&citation_for_view=yaCigtkAAAAJ:O3NaXMp0MMsC,"While the literature on learning at scale has largely focused on MOOCs, online degree programs, and AI techniques for supporting scalable learning experiences, informal learning communities have been relatively underrepresented. None-theless, these massive open online learning communities regularly draw far more engaged users than the typical MOOC. Their informal structure, however, makes them significantly more difficult to study. In this work, we take a first step toward attempting to understand these communi-ties specifically from the perspective of scale. Taking a sample of 62 such communities, we develop a tagging sys-tem for understanding the specific features and how they relate to scale. For example, just as a MOOC cannot man-ually grade every assignment, so also an informal learning community cannot approve every contribution; and just as MOOCs therefore employ autograding, informal …"
26,Affordable degrees at scale: New phenomenon or new hype?,22,2020,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=yaCigtkAAAAJ&pagesize=50&citation_for_view=yaCigtkAAAAJ:J_g5lzvAfSwC,"Following the initial proliferation of Massive Open Online Courses (MOOCs), a more recent trend has emerged toward offering ""Affordable Degrees at Scale"" or ""Large, Internet-Mediated Asynchronous Degrees"". In this research, we set out to understand this space: the range in tuition costs for these programs, the variety of admissions standards, and the types of assessments used to evaluate these non-traditional students. In the process, however, we found that in many ways, these programs may not be as new as we initially perceived: similarly-priced online programs have existed from traditional universities for years. In this research, we explore these two questions: what are these new degrees at scale, and how do they actually differ from traditional programs? To explore this, we collected materials for 35 MOOC-based graduate degrees and numerous non-MOOC-based comparable degrees. We then explored …"
27,Synchronous at scale: investigation and implementation of a semi-synchronous online lecture platform,20,2019,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=yaCigtkAAAAJ&pagesize=50&citation_for_view=yaCigtkAAAAJ:R3hNpaxXUhUC,"Online classes and degree programs continue to grow in popularity, in part due to the increased convenience and accessibility of education that technology has provided in recent years. As online education scales upwards and outwards, there is an increased need to provide students with an engaging and collaborative learning experience. In some online learning environments, student collaboration is perceived to be more difficult than it is in a physical classroom setting due to cultural or geographic distance between students. In particular, online class lectures often lack the collaborative spirit seen in most in-person classroom lectures. To improve upon the online classroom experience, this project first examines the benefits and drawbacks of several in-person and online lecture delivery techniques, then proposes an online lecture platform that allows students to facilitate their own collaborative classrooms on …"
28,Intelligent evaluation and feedback in support of a credit-bearing MOOC,20,2018,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=yaCigtkAAAAJ&pagesize=50&citation_for_view=yaCigtkAAAAJ:4DMP91E08xMC,"Massive Open Online Courses (MOOCs) may reach a massive number of people, but few MOOCs count for credit. Scaling rigorous assessment, feedback, and integrity checks presents difficulties. We implemented an AI system for a CS1 MOOC-for-credit to address both scale and endorsement. In this analysis, we present the design of the system and an evaluation of the course. We observe that students in the online course achieve comparable learning outcomes, report a more positive student experience, and identify AI-equipped programming problems as the primary contributor to their experiences."
29,From clusters to content: Using code clustering for course improvement,19,2019,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=yaCigtkAAAAJ&pagesize=50&citation_for_view=yaCigtkAAAAJ:qUcmZB5y_30C,"Large undergraduate CS courses receive thousands of code submissions per term. To help make sense of the large quantities of submissions, projects have emerged to dynamically cluster student submissions by approach for writing scalable feedback, tailoring hints, and conducting research. However, relatively little attention has been paid to the value of these tools for informing revision to core course materials and delivery methods. In this work, we applied one such technology-Sense, the eponymous product of its company-to an online CS1 class delivered simultaneously for credit to on-campus students and for free to MOOC students. Using Sense, we clustered student submissions to around 70 problems used throughout the course. In this work, we discuss the value of such clustering, the surprising trends we discovered through this process, and the changes made or planned to the course based on the …"
30,The Distributed Classroom,18,2021,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=yaCigtkAAAAJ&pagesize=50&citation_for_view=yaCigtkAAAAJ:vV6vV6tmYwMC,"A vision of the future of education in which the classroom experience is distributed across space and time without compromising learning. What if there were a model for learning in which the classroom experience was distributed across space and time--and students could still have the benefits of the traditional classroom, even if they can't be present physically or learn synchronously? In this book, two experts in online learning envision a future in which education from kindergarten through graduate school need not be tethered to a single physical classroom. The distributed classroom would neither sacrifice students' social learning experience nor require massive development resources. It goes beyond hybrid learning, so ubiquitous during the COVID-19 pandemic, and MOOCs, so trendy a few years ago, to reimagine the classroom itself. David Joyner and Charles Isbell, both of Georgia Tech, explain how recent developments, including distance learning and learning management systems, have paved the way for the distributed classroom. They propose that we dispense with the dichotomy between online and traditional education, and the assumption that online learning is necessarily inferior. They describe the distributed classroom's various delivery modes for in-person students, remote synchronous students, and remote asynchronous students; the goal would be a symmetry of experiences, with both students and teachers able to move from one mode to another. With The Distributed Classroom, Joyner and Isbell offer an optimistic, learner-centric view of the future of education, in which every person on earth is turned into a potential learner …"
31,An experiment in teaching artificial intelligence online,17,2016,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=yaCigtkAAAAJ&pagesize=50&citation_for_view=yaCigtkAAAAJ:qxL8FJ1GzNcC,Description not available
32,Using Human Computation to Acquire Novel Methods for Addressing Visual Analogy Problems on Intelligence Tests.,17,2015,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=yaCigtkAAAAJ&pagesize=50&citation_for_view=yaCigtkAAAAJ:_FxGoFyzp5QC,"The Raven's Progressive Matrices (RPM) test is a commonly used test of intelligence. The literature suggests a variety of problem-solving methods for addressing RPM problems. For a graduate-level artificial intelligence class in Fall 2014, we asked students to develop intelligent agents that could address 123 RPM-inspired problems, essentially crowdsourcing RPM problem solving. The students in the class submitted 224 agents that used a wide variety of problem-solving methods. In this paper, we first report on the aggregate results of those 224 agents on the 123 problems, then focus specifically on four of the most creative, novel, and effective agents in the class. We find that the four agents, using four very different problem-solving methods, were all able to achieve significant success. This suggests the RPM test may be amenable to a wider range of problem-solving methods than previously reported. It also suggests that human computation might be an effective strategy for collecting a wide variety of methods for creative tasks."
33,Design of an online course on Knowledge-Based AI,16,2016,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=yaCigtkAAAAJ&pagesize=50&citation_for_view=yaCigtkAAAAJ:0EnyYjriUFMC,"In Fall 2014 we offered an online course on Knowledge-Based Artificial Intelligence (KBAI) to about 200 students as part of the Georgia Tech Online MS in CS program. By now we have offered the course to more than 1000 students. We describe the design, development and delivery of the online KBAI class in Fall 2014."
34,Evolution of an integrated technology for supporting learning about complex systems,16,2011,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=yaCigtkAAAAJ&pagesize=50&citation_for_view=yaCigtkAAAAJ:2osOgNQ5qMEC,"In this paper, we describe the evolution of an interactive technology called the Ecological Modeling Toolkit (EMT) that supports learning about complex ecological systems in middle school science. Authentic learning of science is facilitated by imitation, rehearsal and understanding of real-world scientific practices such as observation, experimentation, problem formulation, hypothesis testing, and model construction and revision. We illustrate how the tools in EMT work together to support many real-world scientific practices such as model construction, simulation and revision, and scaffold others such as observation, problem formulation and hypothesis testing."
35,"Scaling anti‐plagiarism efforts to meet the needs of large online computer science classes: Challenges, solutions, and recommendations",15,2022,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=yaCigtkAAAAJ&pagesize=50&citation_for_view=yaCigtkAAAAJ:a0OBvERweLwC,"Background Plagiarism is a very serious offence in academic institutions. Yet there is some reluctance to address plagiarism by educators as its enforcement can require a significant time commitment if not handled wisely. Handling plagiarism at scale has the potential to exacerbate this problem. Objectives This article explores the challenges educators face when it comes to enforcing plagiarism from within the course environment, presents a solution that addresses these challenges, and provides guidelines for preventing and detecting plagiarism in our at‐scale courses. Methods A workflow is shared which was created from our experience of handling plagiarism within our large online computer science graduate level program. We present an empirical study of this workflow that shows the overall prevalence of misconduct. Results and Conclusions Results demonstrate this workflow being effectively and …"
36,Measuring learner tone and sentiment at scale via text analysis of forum posts,15,2018,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=yaCigtkAAAAJ&pagesize=50&citation_for_view=yaCigtkAAAAJ:9ZlFYXVOiuMC,"Instructors of online courses do not face their students directly and thus must rely on a different set of tools for gauging how a class is doing. Furthermore, the measurement of “how’s it going” is vastly different between a group of 25 students and a group of 300. Noisy outliers may lead an instructor to believe things are going well when they are not, or conversely think the class is not understanding things and progressing when in fact they are. In this work, we present two approaches for assessing the sentiment of a large population of learners without the benefit of face to face interaction. The first is a process for analyzing a large body of learner generated posts and determining the overall sentiment. The second is an approach to analyzing individual learners in order to target specific interventions to maximize their success. Leveraging the combination of these approaches will enable instructors to know how a very large body of students are perceiving the work to be performed as well as personalize intervention techniques based on the situation an individual is facing."
37,Impact of a creativity support tool on student learning about scientific discovery processes,15,2015,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=yaCigtkAAAAJ&pagesize=50&citation_for_view=yaCigtkAAAAJ:UebtZRa9Y70C,"Science education nowadays emphasizes authentic science practices mimicking the creative discovery processes of real scientists. How, then, can we build creativity support tools for student learning about scientific discovery processes? We summarize several epistemic views of ideation in scientific discovery and find that the ideation techniques provide few guarantees of correctness of scientific hypotheses, indicating the need for supporting hypothesis evaluation. We describe an interactive tool called MILAaS that enables students to elaborate hypotheses about ecological phenomena into conceptual models and evaluate conceptual models through agent-based simulations. We report on a pilot experiment with 50 middle school students who used MILAaS to discover causal explanations for an ecological phenomenon. Preliminary results from the study indicate that use of MILA–S had a significant impact both on the creative process of model construction and the nature of the constructed models. We posit that the computational support for model construction, evaluation and revision embodied in MILA–S fosters student creativity in learning about scientific discovery processes."
38,Facilitating authentic reasoning about complex systems in middle school science education,15,2013,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=yaCigtkAAAAJ&pagesize=50&citation_for_view=yaCigtkAAAAJ:u5HHmVD_uO8C,"In order to tackle problems in the modern world, individuals must possess a strong ability to reason about and understand complex systems in a practical and useful way. Past research has indicated that experts and novices possess fundamentally different kinds of understanding of complex systems. Therefore, to adequately prepare students to address problems pertaining to complex systems, it is important to help them acquire an authentic expert- like understanding of these systems. We approach this problem from two angles: first, we create an interactive environment in which students may investigate complex systems in a manner similar to that of scientists and engineers; secondly, we embed metacognitive agents in the interactive environments such that the agents provide situated guidance towards expert-like understanding of complex systems. In this paper, we detail the design of these two systems, referred …"
39,"A Teacher’s Guide to Conversational AI: Enhancing Assessment, Instruction, and Curriculum with Chatbots",14,2024,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=yaCigtkAAAAJ&pagesize=50&citation_for_view=yaCigtkAAAAJ:p2g8aNsByqUC,"A Teacher’s Guide to Conversational AI explores the practical role that language-based artificial intelligence tools play in classroom teaching, learning experiences, and student assessment. Today’s educators are well aware that conversational and generative AI—chatbots, intelligent tutoring systems, large language models, and more—represent a complex new factor in teaching and learning. This introductory primer offers comprehensive, novice-friendly guidance into the challenges and opportunities of incorporating AI into K-12 schools and college classes in ways that are appropriate, nourishing to students, and outcomes-driven. Opening with an informative overview of the foundational properties, key terminology, and ethical considerations of these tools, the book offers a coherent and realistic vision of classrooms that are enhanced, rather than stymied, by AI systems. This includes strategies for: · designing …"
