Rank,Title,Citations,Year,URL,Description
11,Sonification Sandbox: A graphical toolkit for auditory graphs,194,2003,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=xY3zIEAAAAAJ&pagesize=50&citation_for_view=xY3zIEAAAAAJ:qjMakFHDy7sC,"Motivated by the need for a multi-platform, multipurpose toolkit for sonifying data, the Sonification Sandbox allows users to map data to multiple auditory parameters and add context using a graphical interface. The Sonification Sandbox is a cross-platform application authored in Java, using the Java Sound API to generate MIDI output. The software allows users to independently map several data sets to timbre, pitch, volume, and pan, with full control over the default, minimum, maximum, and polarity for each attribute. It is also possible to add context to the sonification using a percussive “click track” or a constant, repeating, or notifying tone at the minimum, maximum, or mean of a given set of data."
12,"Ecological psychoacoustics and auditory displays: Hearing, grouping, and meaning making",186,2004,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=xY3zIEAAAAAJ&pagesize=50&citation_for_view=xY3zIEAAAAAJ:IjCSPb-OGe4C,"Auditory display is the use of non-speech sound to communicate information to a listener. The field of auditory display encompasses everything from alarms to complex sonifications. While there are many differences in the design of fire alarms and auditory graphs, the entire auditory display endeavor can benefit from and contribute to the study of ecological psychoacoustics."
13,"Learnability of sound cues for environmental features: Auditory icons, earcons, spearcons, and speech",184,2008,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=xY3zIEAAAAAJ&pagesize=50&citation_for_view=xY3zIEAAAAAJ:Y0pCki6q_DkC,"Awareness of features in our environment is essential for many daily activities. While often awareness of such features comes from vision, this modality is sometimes unavailable or undesirable. In these instances, auditory cues can be an excellent method of representing environmental features. The study reported here investigated the learnability of well known (auditory icons, earcons, and speech) and more novel (spearcons, earcon-icon hybrids, and sized hybrids) sonification techniques for representing common environmental features. Spearcons, which are speech stimuli that have been greatly sped up, were found to be as learnable as speech, while earcons unsurprisingly were much more difficult to learn. Practical implications are discussed."
14,Situational trust scale for automated driving (STS-AD): Development and initial validation,167,2020,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=xY3zIEAAAAAJ&pagesize=50&citation_for_view=xY3zIEAAAAAJ:4fGpz3EwCPoC,"Trust is important in determining how drivers interact with automated vehicles. Overtrust has contributed to fatal accidents; and distrust can hinder successful adoption of this technology. However, existing studies on trust are often hard to compare, given the complexity of the construct and the absence of standardized measures. Further, existing trust scales often do not consider its multi-dimensionality. Another challenge is that driving is strongly context- and situation-dependent. We present the Situational Trust Scale for Automated Driving, a short questionnaire to assess different aspects of situational trust, based on the trust model proposed by Hoff and Bashir. We evaluated the scale using an online study in the US and Germany (N=303), where participants faced different videos of an automated vehicle. Results confirm the existence of situational factors as components of trust, and support the scale being a valid …"
15,Auditory displays for in-vehicle technologies,139,2011,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=xY3zIEAAAAAJ&pagesize=50&citation_for_view=xY3zIEAAAAAJ:7PzlFSSx8tAC,"Modern vehicle cockpits have begun to incorporate a number of information-rich techno-logies, including systems to enhance and improve driving and navigation performance and also driving-irrelevant information systems. The visually intensive nature of the driving task requires these systems to adopt primarily nonvisual means of information display, and the auditory modality represents an obvious alternative to vision for interacting with in-vehicle technologies (IVTs). Although the literature on auditory displays has grown tremendously in recent decades, to date, few guidelines or recommendations exist to aid in the design of effective auditory displays for IVTs. This chapter provides an overview of the current state of research and practice with auditory displays for IVTs. The role of basic auditory capabilities and limitations as they relate to in-vehicle auditory display design are discussed. Extant systems and …"
16,No risk no trust: Investigating perceived risk in highly automated driving,133,2019,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=xY3zIEAAAAAJ&pagesize=50&citation_for_view=xY3zIEAAAAAJ:PoWvk5oyLR8C,"When evaluating drivers' trust in automated systems, perceived risk is an inevitable, yet underestimated component, especially during initial interaction. We designed two experimental studies focusing on how people assess risk in different driving environments and how introductory information about automation reliability influences trust and risk perception. First, we designed nine driving scenarios to determine which factors influence Perceived Situational Risk (PSR) and Perceived Relational Risk (PRR). Results showed that participants identified levels of risk based on traffic type and vehicles' abnormal behaviors. We then evaluated how introductory information and situational risk influence trust and PRR. Results showed that participants reported the highest level of trust, perceived automation reliability, and the lowest level of PRR when presented with information about a highly reliable system, and when driving …"
17,Universal design of auditory graphs: A comparison of sonification mappings for visually impaired and sighted listeners,132,2010,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=xY3zIEAAAAAJ&pagesize=50&citation_for_view=xY3zIEAAAAAJ:kNdYIx-mwKoC,"Determining patterns in data is an important and often difficult task for scientists and students. Unfortunately, graphing and analysis software typically is largely inaccessible to users with vision impairment. Using sound to represent data (i.e., sonification or auditory graphs) can make data analysis more accessible; however, there are few guidelines for designing such displays for maximum effectiveness. One crucial yet understudied design issue is exactly how changes in data (e.g., temperature) are mapped onto changes in sound (e.g., pitch), and how this may depend on the specific user. In this study, magnitude estimation was used to determine preferred data-to-display mappings, polarities, and psychophysical scaling functions relating data values to underlying acoustic parameters (frequency, tempo, or modulation index) for blind and visually impaired listeners. The resulting polarities and scaling functions are …"
18,UAS4SAFETY: The potential of unmanned aerial systems for construction safety applications,127,2014,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=xY3zIEAAAAAJ&pagesize=50&citation_for_view=xY3zIEAAAAAJ:u_35RYKgDlwC,"Changing from day to day, the construction jobsite is in a constant state of flux. This constant change presents challenges for safety managers who must be able to foresee, as much as possible, hazardous conditions before they cause injuries or fatalities on the jobsite. Advances in information and sensing technology show promise in protecting workers from harm. However, they rely on data collection methods, which may not be fast enough to allow managers to act on the information they receive. This paper evaluates the potential applications that unmanned aerial systems (UAS) have for enhancing safety on construction jobsites by providing real-time visual access to jobsite environments. The type of UAS considered in this study is a quadcopter-type system that can be piloted remotely using a smart phone, tablet device, or computer. The evaluation of the system consisted of a heuristic evaluation, as well as a …"
19,"The effects of social interactions with in-vehicle agents on a driver's anger level, driving performance, situation awareness, and perceived workload",107,2015,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=xY3zIEAAAAAJ&pagesize=50&citation_for_view=xY3zIEAAAAAJ:wbdj-CoPYUoC,"Research has suggested that interaction with an in-vehicle software agent can improve a driver's psychological state and increase road safety. The present study explored the possibility of using an in-vehicle software agent to mitigate effects of driver anger on driving behavior. After either anger or neutral mood induction, 60 undergraduates drove in a simulator with two types of agent intervention. Results showed that both speech-based agents not only enhance driver situation awareness and driving performance, but also reduce their anger level and perceived workload. Regression models show that a driver's anger influences driving performance measures, mediated by situation awareness. The practical implications include design guidelines for the design of social interaction with in-vehicle software agents."
20,"Caroma therapy: pleasant scents promote safer driving, better mood, and improved well-being in angry drivers",99,2020,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=xY3zIEAAAAAJ&pagesize=50&citation_for_view=xY3zIEAAAAAJ:86PQX7AUzd4C,"Driving is a task that is often affected by emotions. The effect of emotions on driving has been extensively studied. Anger is an emotion that dominates in such investigations. Despite the knowledge on strong links between scents and emotions, few studies have explored the effect of olfactory stimulation in a context of driving. Such an outcome provides HCI practitioners very little knowledge on how to design for emotions using olfactory stimulation in the car. We carried out three studies to select scents of different valence and arousal levels (i.e. rose, peppermint, and civet) and anger eliciting stimuli (i.e. affective pictures and on-road events). We used this knowledge to conduct the fourth user study investigating how the selected scents change the emotional state, well-being, and driving behaviour of drivers in an induced angry state. Our findings enable better decisions on what scents to choose when designing …"
21,Psychophysical scaling of sonification mappings: A comparison of visually impaired and sighted listeners,96,2001,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=xY3zIEAAAAAJ&pagesize=50&citation_for_view=xY3zIEAAAAAJ:k8Z6L05lTy4C,"Magnitude estimation was used to determine preferred data-to-display mappings, polarities, and psychophysical scaling functions relating data values (like temperature) to underlying acoustic parameters (like frequency, tempo, or modulation index) for blind and visually impaired listeners. The resulting polarities and scaling functions were compared to findings with sighted participants. There was general agreement between the polarities obtained with the two listener populations, with some notable exceptions. There was also evidence for strong similarities with regard to the magnitudes of the slopes of the scaling functions, again with a few notable differences. The results indicate that sonification designers will need to consider whether their intended listeners are visually impaired or not. However, conclusions from this study are somewhat limited by the small sample of visually impaired participants."
22,Auditory Interfaces and Sonification.,91,2009,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=xY3zIEAAAAAJ&pagesize=50&citation_for_view=xY3zIEAAAAAJ:hqOjcs7Dif8C,"Auditory Interfaces and Sonification Auditory interfaces and sonification—information display by means of nonspeech audio (Kramer et al., 1999)—have been the subject of increasing interest in recent decades (for reviews, see Frysinger, 2005; Kramer et al., 1999). With the advent of ubiquitous digital technologies, high fidelity sound samples have become increasingly easy and inexpensive to produce and implement (Flowers, Buhman, & Turnage, 2005; Hereford & Winn, 1994). Perhaps more importantly, however, an increasing awareness of the shortcomings and limitations of traditional visual interfaces has spurred research on sound as a viable mode of information display. Nonspeech audio cues have been implemented to varying degrees in interface design, ranging from nonspeech audio as a complement or supplement to existing visual displays (eg, Brewster, 1997; ML Brown, Newsome, & Glinert, 1989), to hybrid systems that integrate nonspeech audio with other audio technologies (eg, screen readers, see Morley, Petrie, O'Neill, & McNally, 1999; Stockman, Hind, & Frauenberger, 2005). Attempts have even been made to develop interfaces (usually for the visually impaired) where feedback and interaction are driven primarily by sounds (eg, Bonebright & Nees, 2007b; Edwards, 1989a, 1989b; Mynatt, 1997). Despite the potential utility of sound in interface design, a recent survey of experts in HCI and usability (Frauenberger, Stockman, & Bourguet, 2007a) reported that only about 58% of respondents had designed with audio in any form. Nonspeech audio and sonification represent an important tool for universally accessible interface …"
23,Learning rates for auditory menus enhanced with spearcons versus earcons,90,2007,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=xY3zIEAAAAAJ&pagesize=50&citation_for_view=xY3zIEAAAAAJ:W7OEmFMy1HYC,"Increasing the usability of menus on small electronic devices is essential due to their increasing proliferation and decreasing physical sizes in the marketplace. Auditory menus are being studied as an enhancement to the menus on these devices. This study compared the learning rates for earcons (hierarchical representations of menu locations using musical tones) and spearcons (compressed speech) as potential candidates for auditory menu enhancement. We found that spearcons outperformed earcons significantly in rate of learning. We also found evidence that spearcon comprehension was enhanced by a brief training cycle, and that participants considered the process of learning spearcons much easier than the same process using earcons. Since the efficiency of learning and the perceived ease of use of auditory menus will increase the likelihood they are embraced by those who need them, this paper presents compelling evidence that spearcons may be the superior choice for such applications."
24,Consistency of magnitude estimations with conceptual data dimensions used for sonification,89,2007,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=xY3zIEAAAAAJ&pagesize=50&citation_for_view=xY3zIEAAAAAJ:ufrVoPGSRksC,"In two experiments listeners assessed how sounds represented data, as might be used in sonification. In Experiment 1, 209 undergraduates used magnitude estimation to define the relationship between three sound attributes (frequency, tempo, modulation index) and 10 data dimensions (size, temperature, pressure, velocity, number of dollars, urgency, proximity, attractiveness, danger, mass). Polarities and slopes (i.e. power function exponents) are reported and compared to predictions from the literature. In Experiment 2, 226 new participants demonstrated polarities and slopes are stable across a direct replication. Results show that listener expectations depend on both sound and data dimensions in use. While there are some unanimous expectations across listeners, there are also differences due to different mental models formed by participants, which may relate to listening experience. Copyright © 2006 John …"
25,Navigation performance in a virtual environment with bonephones,87,2005,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=xY3zIEAAAAAJ&pagesize=50&citation_for_view=xY3zIEAAAAAJ:_FxGoFyzp5QC,"Audio navigation interfaces have traditionally been studied (and implemented) using headphones. However, many potential users (especially those with visual impairments) are hesitant to adopt these emerging wayfinding technologies if doing so requires them to reduce their ability to hear environmental sounds by wearing headphones. In this study we examined the performance of the SWAN audio navigation interface using bone-conduction headphones (“bonephones”), which do not cover the ear. Bonephones enabled all participants to complete the navigation tasks with good efficiencies, though not immediately as effective as regular headphones. Given the functional success here, and considering that the spatialization routines were not optimized for bonephones (this essentially represents a worst-case scenario), the prospects are excellent for more widespread usage of bone conduction for auditory navigation, and likely for many other auditory displays."
26,Map-based priors for localization,87,2004,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=xY3zIEAAAAAJ&pagesize=50&citation_for_view=xY3zIEAAAAAJ:Se3iqnhoufwC,"Localization from sensor measurements is a fundamental task for navigation. Particle filters are among the most promising candidates to provide a robust and real-time solution to the localization problem. They instantiate the localization problem as a Bayesian altering problem and approximate the posterior density over location by a weighted sample set. In this paper, we introduce map-based priors for localization, using the semantic information available in maps to bias the motion model toward areas of higher probability. We, show that such priors, under a particular assumption, can easily be incorporated in the particle filter by means of a pseudo likelihood. The resulting filter is more reliable and more accurate. We show experimental results on a GPS based outdoor people tracker that illustrate the approach and highlight its potential."
27,What to detect? Analyzing factor structures of affect in driving contexts for an emotion detection and regulation system,84,2011,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=xY3zIEAAAAAJ&pagesize=50&citation_for_view=xY3zIEAAAAAJ:HDshCWvjkbEC,"This research is a part of the IVAT (In-Vehicle Assistive Technology) project, an in-dash interface design project to help drivers who have various disabilities, including deficits in emotion regulation. While there have been several studies on emotion detection for drivers, few studies have seriously addressed what to detect and why. Those are crucial issues to consider when implementing an effective affect management system. Phase 1 of our study gathered a total of 33 different driving situations that can induce emotions and 56 plausible affective keywords to describe such emotions. Phase 2 analyzed factor structures of affect for driving contexts through user ratings and Factor Analysis, and obtained nine factors: fearful, happy, angry, depressed, curious, embarrassed, urgent, bored, and relieved. These factors accounted for 65.1% of the total variance. Results are discussed in terms of designing the IVAT emotion …"
28,"An angry driver is not the same as a fearful driver: effects of specific negative emotions on risk perception, driving performance, and workload",81,2011,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=xY3zIEAAAAAJ&pagesize=50&citation_for_view=xY3zIEAAAAAJ:-f6ydRqryjwC,"Most emotion detection research starts with a valence dimension---positive and negative states. However, these approaches have not discriminated the effects of distinct emotions of the same valence. Recent psychological findings have proposed that different emotions may have different impacts even though they belong to the same valence. The current study consists of a simulated driving experiment with two induced affective states that are important in driving contexts, to investigate how anger and fear differently influence driving-related risk perception, driving performance, and perceived workload. Twenty four undergraduates drove under three different road conditions with either induced anger or fear. Anger led to more errors than fear, regardless of difficulty level and error type. Also, participants with induced fear reported greater workload than participants with induced anger. Results are discussed in terms …"
29,Designing an in-vehicle air gesture set using elicitation methods,80,2017,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=xY3zIEAAAAAJ&pagesize=50&citation_for_view=xY3zIEAAAAAJ:ML0RJ9NH7IQC,"In-air gestures have become more prevalent in the vehicle cockpit in recent years. However, air gesture interfaces are still quite young and users have very little experience with such interactions. In the vehicle, ease of use relates directly to driver safety. Previous work has suggested that gesture sets created through participatory methods tend to be easier for people to grasp and use than designer-designed sets. In the present study, two novel participatory design activities -- an elicitation activity in which participants produced gestures, and an online survey in which they assessed the workload associated with those gestures -- were conducted to assess possible air gestures for control of in-vehicle menus. A recommended gesture set is presented alongside broader recommendations for vehicle gesture design."
30,Enhanced auditory menu cues improve dual task performance and are preferred with in-vehicle technologies,79,2009,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=xY3zIEAAAAAJ&pagesize=50&citation_for_view=xY3zIEAAAAAJ:UebtZRa9Y70C,"Auditory display research for driving has mainly focused on collision warning signals, and recent studies on auditory in-vehicle information presentation have examined only a limited range of tasks (e.g., cell phone operation tasks or verbal tasks such as reading digit strings). The present study used a dual task paradigm to evaluate a plausible scenario in which users navigated a song list. We applied enhanced auditory menu navigation cues, including spearcons (i.e., compressed speech) and a spindex (i.e., a speech index that used brief audio cues to communicate the user's position in a long menu list). Twenty-four undergraduates navigated through an alphabetized song list of 150 song titles---rendered as an auditory menu---while they concurrently played a simple, perceptual-motor, ball-catching game. The menu was presented with text-to-speech (TTS) alone, TTS plus one of three types of enhanced auditory …"
31,"Tick-marks, axes, and labels: The effects of adding context to auditory graphs",79,2002,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=xY3zIEAAAAAJ&pagesize=50&citation_for_view=xY3zIEAAAAAJ:eQOLeE2rZwMC,"As the use of sonification expands, researchers and designers continue to employ techniques for adding context (such as tick marks, axes, or labels) whose benefit remains unquantified. This study examined the effect of several such techniques on the perceivability of an auditory graph.In Block 1, participants listened to a simple auditory graph, which had no added context (such as tick marks, axes, and labels), and answered trend analysis and point estimation questions about the information presented by the graph. In Block 2, participants repeated the process but the graph was augmented by 1 of 6 types of added context."
32,Sonification Sandbox reconstruction: Software standard for auditory graphs,75,2007,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=xY3zIEAAAAAJ&pagesize=50&citation_for_view=xY3zIEAAAAAJ:Wp0gIr-vW9MC,"We report on an overhaul to the Sonification Sandbox. The Sonification Sandbox provides a cross-platform, flexible tool for converting tabular information into a descriptive auditory graph. It is implemented in Java, using the Java Sound API to generate MIDI output. An improved modular code structure provides a strong user interface and model framework for auditory graph representation and manipulation. A researcher can integrate part or the entire program into a different experimental implementation. The upgraded Sonification Sandbox provides a rich description of the auditory graph representation that can be saved or exported into various file formats. This description includes data representations of pitch, timbre, polarity, pan, and volume, along with graph contexts analogous to visual graph axes. Applications for the Sonification Sandbox include experimentation with various sonification techniques, data analytics beyond visualization, science education, auditory display for the blind, and musical interpretation of data."
33,A multimodal air gesture interface for in vehicle menu navigation,74,2014,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=xY3zIEAAAAAJ&pagesize=50&citation_for_view=xY3zIEAAAAAJ:35N4QoGY0k4C,"Multimodal and visual-only air gesture systems for navigating menus in the vehicle were developed and compared to a conventional direct touch system in a driving simulator using various distraction metrics. Participants using the multimodal air gesture system exhibited safer secondary task dwell patterns, but took longer to complete tasks and reported higher workload compared to the touch system."
34,Psychophysical scaling of sonification mappings,73,2000,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=xY3zIEAAAAAJ&pagesize=50&citation_for_view=xY3zIEAAAAAJ:UeHWp8X0CEIC,"We determined preferred data-to-display mappings by asking experiment participants directly and then examined the psychophysical scaling functions relating perceived data values to underlying acoustic parameters. Presently, we are extending and validating the scaled mappings in practical data interpretation tasks. The resulting scaling functions, in conjunction with the experimental paradigm developed here, should spark further research in this area and have implications for the design of future sonifications."
35,Creating Functional and Livable Soundscapes for Peripheral Monitoring of Dynamic Data.,68,2004,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=xY3zIEAAAAAJ&pagesize=50&citation_for_view=xY3zIEAAAAAJ:roLk4NBRz8UC,"Sonifications must be studied in order to match listener expectancies about data representation in the form of sound. In this study, a system was designed and implemented for dynamically rendering sonifications of simulated real-time data from the stock market. The system read and parsed the stock data then operated unit generators and mixers through a predefined sound mapping to create a ‘soundscape’of complementary ecological sounds. The sound mapping consisted of a threshold-based model in which a percentage change in price value was mapped to an ecological sound to be played whenever that threshold or gradient had been reached. The system also provided a generic mechanism for fading and transitioning between gradients. The prototype system was presented to stock trader test subjects in their work-listening environment for evaluation as a stand-alone system and in comparison to their preferred tools."
36,Effect of beacon sounds on navigation performance in a virtual reality environment,68,2003,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=xY3zIEAAAAAJ&pagesize=50&citation_for_view=xY3zIEAAAAAJ:WF5omc3nYNoC,Navigating without vision can be quite a daunting task. This study details an auditory interface to deal with this situation and then describes initial validation experiments. Ss were assigned to conditions with differing auditory beacons and assessed on how quickly and efficiently they were able to navigate through a series of virtual environments. The effect of beacon type was explored as well as practice effects due to multiple trials with the interface. The two experiments differed on the size of the beacon capture radius. Results show a main effect of beacon type on performance in the first study and a trend towards significance in the second study. A strong practice effect was also found across all conditions.
