Rank,Title,Citations,Year,URL,Description
11,Scaffolded block-based instructional tool for linear data structures: A constructivist design to ease data structures’ understanding,9,2019,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Zo_QX1wAAAAJ&pagesize=50&citation_for_view=Zo_QX1wAAAAJ:J_g5lzvAfSwC,"Data structures courses commonly introduce topics involving high levels of abstraction and complexity, requiring significant effort from instructors and students to achieve positive teaching-learning outcomes. Despite the multiple studies that have occurred within the Computer Science Education (CS ED) community to understand the experiences that novice programmers may have when learning how to program, there is still a lack of exploration and research on understanding these experiences in scenarios different from firstyear Computer Science (CS) courses. Looking further from CS introductory courses, this paper presents the results of a pilot study that evaluated the interaction of a group of CS Colombian students with DStBlocks, which is a scaffolded block-based instructional technology created to ease linear data structures understanding. The findings and results of this pilot study are favorable, corresponding to tests centered on user experience and learning impact."
12,"Participatory, human-centered, equitable, neurodiverse, and inclusive XR",8,2024,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Zo_QX1wAAAAJ&pagesize=50&citation_for_view=Zo_QX1wAAAAJ:1sJd4Hv_s6UC,"Extended reality (XR) such as Virtual Reality (VR) and Augmented Reality (AR) has been heralded as a particularly promising technology for autistic people. However, prior studies have centered around curing or ameliorating deficits and impairments and are typically conducted by non-disabled and non-autistic researchers. Using co-design and a variety of learning experience design methods and processes, Project PHoENIX (Participatory, Human-centered, Equitable, Neurodiverse, and Inclusive XR) speaks to the need for research that applies a social-ecological perspective to the design and evaluation of VR experiences for autistic users, with the goal of decreasing environmental barriers and promoting a more inclusive society. In this study, we describe a multi-cycle process of educational design research (EDR), consisting of iterative human-centered formative design, development, implementation, and …"
13,Collaborative Strategy for Software Engineering Courses at a South American University.,8,2021,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Zo_QX1wAAAAJ&pagesize=50&citation_for_view=Zo_QX1wAAAAJ:3s1wT3WcHBgC,"Software Engineering (SE) is the discipline that integrates theory, methods, and tools to promote the development of new informatic solutions for multiple contexts. The discipline is generally introduced in Computer Science (CS) programs between the sophomore and junior years, adding the human being as an actor who participates in teamwork strategies to optimize time and effort. We report on an inter-curricular collaborative instructional strategy between two subsequent SE core courses—SE1 and SE2, at Universidad El Bosque, Colombia. We evaluated our strategy considering students’ performance and perceptions, basing our analysis on their grades, Likert scale (1-5) responses, and the sentiment of their open-ended feedback—we calculated it with Natural Language Processing (NLP) techniques. Our findings suggest that an intercurricular strategy like the one we present can foster students’ performance, engagement, and motivation. Moreover, the strategy supports the promotion of SE skills, such as communication and teamwork."
14,The godparent plan: A pedagogical strategy for CS1 accompaniment and CS2 pedagogical enhancement,6,2018,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Zo_QX1wAAAAJ&pagesize=50&citation_for_view=Zo_QX1wAAAAJ:5nxA0vEk-isC,"Courses such as CS1 and CS2 can present an interesting pedagogical challenge when it comes to the theory-practice relationship, along with aspects that involve the course's logistics, the programming language used, and the characteristics of the students involved in the process. This study presents an innovative didactic approach, oriented towards the accompaniment of CS1 students by CS2 students at Universidad El Bosque, Colombia, seeking with this Godparent Plan, to provide a personalized accompaniment to first semester students, whereby CS2 students enhance their domain over concepts and skills while accompanying, explaining and teaching younger peers. The results of this study are favorable, outlining a didactic scheme that can be adapted and replicated in other curricular scenarios."
15,Effects of gender synchrony in user-agent interactions: integrating the designer as a product cue in virtual human design for mental health support,5,2024,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Zo_QX1wAAAAJ&pagesize=50&citation_for_view=Zo_QX1wAAAAJ:nb7KW1ujOQ8C,"Designing virtual humans to support mental health scenarios is challenging, as it requires designers to think of characteristics and strategies to promote rapport, increase trust, and favor the agents’ effectiveness during the intended interactions. This paper explores the impact of featuring the designer as a product cue in virtual human interactions, with a particular focus on how gender synchrony among users, virtual humans, and their designers influences trust and intentions towards well-being practices like gratitude journaling. We conducted an online, asynchronous, between-subjects user study and analyzed responses from 159 adult participants from the United States: Participants were female (n=80) or male (n=79). We assessed how gender synchrony could affect users’ intentions and the perceived trustworthiness of the virtual agents. Our findings suggest that gender synchrony does not significantly impact …"
16,Can we talk about bruno? exploring virtual human counselors' spoken accents and their impact on users' conversations,5,2022,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Zo_QX1wAAAAJ&pagesize=50&citation_for_view=Zo_QX1wAAAAJ:_xSYboBqXhAC,"Counseling requires intimacy between a counselor and a patient to reach healing and growth. However, building rapport between virtual human counselors and computing college students is a complex problem. It requires understanding students' experiences and goals, as also the effects the characteristics of a virtual human counselor, like the spoken accent, have in the interaction with a patient in regards to messenger credibility and self-disclosure. This paper reports findings of how virtual human counselors' spoken accents impact computing undergraduate students' mental wellness conversations in regard to students' self-reported multilingual skills: monolingual or multilingual. We developed two English-speaking rapport-building virtual humans, each with a different spoken English accent-American or German, to interview 62 North American undergraduate computing students from a North American campus …"
17,Blockxr: A novel tangible block-based programming platform,5,2021,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Zo_QX1wAAAAJ&pagesize=50&citation_for_view=Zo_QX1wAAAAJ:u_35RYKgDlwC,"Block-based programming is typically based solely on graphical user interfaces (GUIs). Some approaches, however, provide tangible interaction. They usually allow users to create block programs with GUIs to control physical robots or use physical blocks to create programs displayed on a vertical display. With these systems, users split their attention between the GUI and the physical objects. Split-attention effects have been shown to increase task completion time and hinder learning. BlockXR applies projected augmented reality and computer vision to provide users with tangible interaction for programming and feedback in the same plane. A comparative study with a GUI-based system determined that BlockXR scored significantly higher in the user experience scores of Attractiveness, Stimulation, and Novelty. We found no significant differences between usability scores. In this work, we describe the system and …"
18,Roblock: Programming learning with mobile robotics,5,2016,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Zo_QX1wAAAAJ&pagesize=50&citation_for_view=Zo_QX1wAAAAJ:u-x6o8ySG0sC,"One of the major challenges related to teaching programming and algorithms to novice students is the time spent on the language's syntax and how their attention is incorrectly focused on the syntax rather than the acquisition of concepts and the development of problem-solving and programming skills. This study focuses on the design and evaluation of a Web App (RoBlock) designed for autodidactic learning. It uses Visual Blocks Programming, and contains six interactive modules that cover programming concepts. The solution is presented as virtual scenarios for Mobile Robotics."
19,Write2Code: Pen-Based Educational Tool for Java,4,2021,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Zo_QX1wAAAAJ&pagesize=50&citation_for_view=Zo_QX1wAAAAJ:SeFeTyx0c_EC,"Java instruction generally involves the use of Integrated Development Envi-ronments (IDEs) to assist learners in understanding program structure and code syntax. However, the usage of IDEs can make learners’ understanding dependent on the computer, which makes it challenging for them to transi-tion to write their solutions by hand for programming assessments and cod-ing interviews. Research suggests that handwriting slows down learners’ thinking processes, helping them to better reflect on and engage in problem-solving contexts. We developed Write2Code, a handwriting-recognition ap-plication, to scaffold students’ learning of code syntax and logic by recog-nizing Java input from their handwritten text. In this paper, we present the tool’s architecture, features, and third-party technologies. We also describe how our design helps learners understand Java through an interface that promotes an unplugged …"
20,Instructional Application for Programming and Algorithmic Self-Learning-A Didactic Approach with Mobile Robotics as Pedagogical Context.,4,2018,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Zo_QX1wAAAAJ&pagesize=50&citation_for_view=Zo_QX1wAAAAJ:KlAtU1dfN6UC,Description not available
21,Cooperative Learning Web Application for Water Care in Colombia.,4,2017,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Zo_QX1wAAAAJ&pagesize=50&citation_for_view=Zo_QX1wAAAAJ:3fE2CSJIrl8C,"One of the major challenges related to water care in Colombia, is to teach and massify good practices along its territory and population, looking forward to promote the preservation of this valuable resource. This paper presents details corresponding to the design, development and implementation of the Web Application Manglar, born within the project Liga del Agua, proposed for cooperative learning towards water care in the department of Cundinamarca, Colombia. The designed Application uses a graph approach, focused on actors and relations, exposing how the participant organizations and communities cooperate, share resources and interact, letting any user to know what has been elaborated and constructed throughout the project Liga del Agua. In this document, we focus on the architecture corresponding to the designed Application, exposing the requirements and functionalities, developed and …"
22,Biomecánica del karate-do,4,2013,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Zo_QX1wAAAAJ&pagesize=50&citation_for_view=Zo_QX1wAAAAJ:abG-DnoFyZgC,Description not available
23,Learning by teaching: Insights on student-created instructional videos for large cs classes,3,2024,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Zo_QX1wAAAAJ&pagesize=50&citation_for_view=Zo_QX1wAAAAJ:CHSYGLWDkRkC,"Promoting active learning is challenging in large computing courses, often with hundreds of students. We present insights from a pedagogical strategy we designed to foster college Computer Science (CS) students' learning in a large introductory course on software design and engineering (SWE). Students first created an instructional video explaining SWE concepts. Next, they peer-reviewed their classmates' explanations. Our findings suggest that using student-created instructional videos can support students' learning processes and help promote active learning in large computing courses."
24,fableBlocks: Toward mitigating programming anxiety with storytelling-based tangible block programming environments,2,2022,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Zo_QX1wAAAAJ&pagesize=50&citation_for_view=Zo_QX1wAAAAJ:yD5IFk8b50cC,"Learning how to program is perceived by many college students as difficult. Factors that influence novices’ success in computer programming learning include the student’s mental model of programming, computer playfulness during training, and programming anxiety. Programming anxiety (PA) is a psychological state engendered when a student experiences or expects to lose self-esteem in confronting a programming task. Students’ achievements have been seen to be negatively affected by programming anxiety. Others have investigated storytelling and tangible block programming to facilitate learning programming skills, but such efforts did not focus on analyzing their effects on users’ anxiety toward programming. In this work, we present fableBlocks, a tangible block-based programming (BBP) environment that relies on storytelling to mitigate programming anxiety. We adapted an existing BBP environment to …"
25,Improving Functional Programming Understanding through Student-Created Instructional Videos,2,2019,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Zo_QX1wAAAAJ&pagesize=50&citation_for_view=Zo_QX1wAAAAJ:RYcK_YlVTxYC,This poster presents findings on a pedagogical approach we designed to enhance undergraduate computing students' understanding of functional programming (FP) through student-created video-tutorials. Students created two video tutorials. The first video-tutorial assignment asked the students to develop explanations of FP concepts (theoretical understanding of FP). The second video-tutorial required students to explain their solutions to programming exercises using Haskell (application of FP). Our findings suggest that the use of student-created video-tutorial can be effective for increasing students' understanding and application of functional programming.
26,GALILEO: A Georeferenced System proposed for Emergency Services’ Population Control,2,2019,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Zo_QX1wAAAAJ&pagesize=50&citation_for_view=Zo_QX1wAAAAJ:Zph67rFs4hoC,"Introduction: Overpopulation in emergency services is a problem that can be observed worldwide, and although it has been addressed from different disciplines and perspectives, it still afflicts citizens who are subject to long waiting lists before being attended. Objective: The work here describes the design, development and the first validation of a Web and Mobile georeferenced crowd system for the city of Bogotá, Colombia, oriented to inform and empower the citizen on the population status of the emergency services found in the city. Materials and Method: In this document, we present the architecture, design, and features of the GALILEO System, with results regarding the first validation with citizens of Bogotá, to capture the acceptance and perceived impact of this type of solution in the context in which the System is proposed to function. Results and Discussion: Although GALILEO has not yet been massively implemented in the context for which it is proposed, the results presented here allow us to explore how Information and Communication Technologies (ICT) can be proposed to solve complex social problems, particularly considering the role of the citizen as a source and receiver of information."
27,Can AI support student engagement in classroom activities in higher education?,1,2025,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Zo_QX1wAAAAJ&pagesize=50&citation_for_view=Zo_QX1wAAAAJ:UxriW0iASnsC,"Lucrative career prospects and creative opportunities often attract students to enroll in computer science majors and pursue advanced studies in the field. Consequently, there has been a significant surge in enrollment in computer science courses, resulting in large class sizes that can range from hundreds to even thousands of students. A common challenge in such large classrooms is the lack of engagement between students and both the instructor and the learning material. However, with advancements in technology and improvements in large language models (LLMs), there is a considerable opportunity to utilize LLM-based AI models, such as conversational artificial intelligence (CAI), to enhance student engagement with learning content in large classes. To explore the potential of CAI to support engagement, especially with learning content, we designed an activity in a software Engineering course (with a large class size) where students used CAI for an in-class activity. We conducted a within-subject investigation in a large classroom at a US university where we compared student engagement during an in-class activity that used CAI tool vs. one without CAI tool. The CAI tool we used was ChatGPT due to its widespread popularity and familiarity. Our results indicate that CAI (ChatGPT) has the potential to support engagement with learning content during in-class activities, especially in large class sizes. We further discuss the implications of our findings."
28,Navigating the impostor phenomenon in computer science education: Insights from two major southeastern institutions in the united states,1,2024,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Zo_QX1wAAAAJ&pagesize=50&citation_for_view=Zo_QX1wAAAAJ:KxtntwgDAa4C,"This research paper explores the prevalence of the Impostor Phenomenon (IP) among undergraduate college students in computer science (CS) courses, addressing its variations concerning different student demographics such as gender, ethnicity, and institutional background. We surveyed 502 students from two Southeastern U.S. institutions-one in Georgia and one in Florida-using the Clance Impostor Phenomenon Scale (CIPS). We found that 63% of our participants reported experiencing IP, with higher rates among female students (68%) compared to males (62 %) and those of other gender identities (46 %). Our findings also suggest that IP experiences are significantly influenced by the interplay of students' gender and their institutional context. At the first institution (Georgia Institute of Technology), IP was found in 58% of female students and 65% of male students, compared to 29% among students with …"
29,Expanding the vr for the social good initiative to brazilian higher education,1,2024,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Zo_QX1wAAAAJ&pagesize=50&citation_for_view=Zo_QX1wAAAAJ:P5F9QuxV20EC,"This paper explores the expansion of the “VR for the Social Good” (VR4SG) initiative from the University of Florida to the Brazilian higher education context. In Brazil, the general public predominantly views Virtual Reality (VR) as just an entertainment tool, yet we intend to highlight its potential for addressing local Social Good issues. Therefore, this paper proposes a structured adaptation of the VR4SG course tailored to contextual needs, resources, implementation requirements, and desired social changes within Brazilian communities. This proposal is informed by our analysis of various versions of the course over the years, utilizing the Service Blueprint tool to outline a clear and effective strategy for implementation. Overall, the proposed expansion of the VR4SG course in the Brazilian Higher Education scenario aims to empower students from different disciplines into proactive, real problem solvers using VR …"
30,Work in Progress: Native Language Consistency Effect on Learners' Introduction to Block-Based Instructional Technologies,1,2019,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Zo_QX1wAAAAJ&pagesize=50&citation_for_view=Zo_QX1wAAAAJ:vV6vV6tmYwMC,"This lightning talk discusses how cultural factors such as learners' native language may impact the understanding of CS concepts. We present findings from an evaluation we conducted with adult participants, Native-English speakers and Bilingual-Hispanics with no prior coding experience, performing tasks in a conventional block-based programming platform: Scratch."
31,Applied mathematics: An innovative course in applied mathematics and science for an undergraduate curriculum in computing disciplines,1,2017,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Zo_QX1wAAAAJ&pagesize=50&citation_for_view=Zo_QX1wAAAAJ:HoB7MX3m0LUC,"A common denominator in systems engineering programs, is the disconnection between mathematics and science with the general professional guideline, circularly proposed for their students. To reduce the existing gap, we designed, developed and implemented an Applied Mathematics course at Universidad El Bosque, Colombia, aiming to educate our students on deciding when to apply analytical tools based on mathematics or physics of Descartes, Leibniz and Newton, or when to apply, instead, other mathematical and scientific tools best suited to address complex environments, where information systems are to be developed and deployed. This paper describes the purpose, the focus and the students’ perception, corresponding to the course’s development and the topics covered in it, supplementing them with relative findings per the role it exposes within the academic curriculum."
32,Beyond Traditional Exams: Student-Created Podcasts for Collaborative Learning in Computing Education,0,2026,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Zo_QX1wAAAAJ&pagesize=50&citation_for_view=Zo_QX1wAAAAJ:08ZZubdj9fEC,"As computing cohorts grow in scale, designing assessments that foster communication, collaboration, and meaningful learning becomes increasingly challenging. This lightning talk shares a pedagogical strategy implemented in a large-scale (over 300 students) software design and engineering course at a Southeastern university in the United States. In this iteration, teams of computer science (CS) students created two video-recorded podcast chapters, each 30 to 60 minutes long, as part of a conceptual assessment. Each chapter focused on a key topic in software design and engineering, one on three design patterns (e.g., the Factory Method Pattern) and another on code smells, refactoring, and test-driven development. Podcasts, now widely popular across streaming platforms, offered students an accessible and creative medium to communicate technical concepts while practicing professional collaboration. The …"
33,When AI Meets the Clock: Rethinking Learning and Assessment in Large-Scale Computing Courses,0,2026,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Zo_QX1wAAAAJ&pagesize=50&citation_for_view=Zo_QX1wAAAAJ:tOudhMTPpwUC,"As artificial intelligence (AI) tools like ChatGPT become more common, their role in computer science (CS) education continues to evolve, especially in large courses with time-limited assessments. This lightning talk presents an observation from a large-scale (over 300 students) introductory software design and engineering course at a university in the Southeastern United States. During a 30-minute, open-notes assessment where students were allowed to use generative AI, they were asked to extend one user story in an existing codebase they had previously built for the course. The task followed an all-or-nothing grading approach that required a fully functional user story implementation for credit. Although students often support using AI for learning, their reactions revealed a gap between what they expected AI to do and the actual thinking required to solve real problems quickly: Some students even expressed …"
34,"Exploring the Interplay Between Voice, Personality, and Gender in Human-Agent Interactions",0,2026,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Zo_QX1wAAAAJ&pagesize=50&citation_for_view=Zo_QX1wAAAAJ:vRqMK49ujn8C,"To foster effective human-agent interactions, designers need to identify characteristics that could affect how agents are perceived and accepted, and to what extent they could impact rapport-building. Aiming to explore the role of user-agent synchrony, we assessed 388 participants to determine whether they could perceive personality traits from four artificial voices we selected and adapted from human samples, considering gender (male or female) and personality (introvert or extrovert) as grouping factors. Our findings suggest that participants were able to significantly differentiate female agents by personality, while male agents were not consistently distinguished. We also observed evidence of personality synchrony, where participants tended to perceive the first agent as more similar to their own personality, with this effect driven mainly by male participants, especially toward male agents. This paper contributes findings and insights to consider the interplay of user-agent personality and gender synchrony in the design of human-agent interactions."
35,Using Generative AI in Computer Science Internships; Implications for Career Readiness,0,2026,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Zo_QX1wAAAAJ&pagesize=50&citation_for_view=Zo_QX1wAAAAJ:l7t_Zn2s7bgC,"This empirical study delves into how computer science interns use generative AI tools during their internship experience and shows how these technologies connect academic training with practical professional practice. Grounded on Social Cognitive Career Theory (SCCT), we examine how GenAI usage influences students' self-efficacy and internship outcomes during internships in fast-changing tech environments. Data were gathered via mixed-methods surveys from 40 undergraduate computer science students at a large Southeastern US public university, with internship experience and also worked as teaching assistants. Findings show that while GenAI got the green light in 65.8% of internships, its use was cautious and infrequent (rarely used in 38.7% of cases) and often limited to supplementary tasks such as debugging, concept clarification, and documentation summarization. A significant preference (46.7%) appeared for the company’s internal tools over public large language models like ChatGPT, due to the company’s security concerns and various company rules ranging from encouragement to full prohibition. Furthermore, qualitative insights reveal how these technologies enhanced users' productivity in supportive environments while presenting barriers in restrictive settings, which could impact students' future tech-driven careers. These results offer valuable tips and guidance for computer science educators and advocating curriculum enhancements in GenAI literacy to better prepare students for AI-integrated jobs. By addressing policy mismatches between academia and industry, we can help spread skills fairly while keeping more …"
36,Exploring Students' Insights on Creating Videos to Learn Software Design and Engineering,0,2025,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Zo_QX1wAAAAJ&pagesize=50&citation_for_view=Zo_QX1wAAAAJ:K3LRdlH-MEoC,"This research-to-practice study examines the use of student-created instructional videos as an active learning strategy in a large undergraduate Software Design and Engineering (SWE) course. Supporting engagement and understanding in large-scale computer science (CS) courses remains a challenge, as instruction often relies on automated activities and summative assessments that prioritize grading over meaningful learning. This can make the learning experience feel impersonal, leading to frustration, anxiety, and confusion, especially when students face complex topics or new programming tools. To address these issues, we implemented a learner-centered strategy grounded in the principle of “learning by teaching,” where students created instructional videos to explain course concepts in their own words. This approach allowed students to take ownership of their learning, adapting the material to fit their …"
