Rank,Title,Citations,Year,URL,Description
11,Shared values/conflicting logics: working around e-government systems,81,2014,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ZCNrpS8AAAAJ&pagesize=50&citation_for_view=ZCNrpS8AAAAJ:JV2RwH3_ST0C,"In this paper, we describe results from fieldwork conducted at a social services site where the workers evaluate citizens' applications for food and medical assistance submitted via an e-government system. These results suggest value tensions that result - not from different stakeholders with different values - but from differences among how stakeholders enact the same shared value in practice. In the remainder of this paper, we unpack the distinct and conflicting interpretations or logics of three shared values - efficiency, access, and education. In particular, we analyze what happens when social services workers have ideas about what it means to expand access, increase efficiency, and educate the public that conflict with the logics embedded in the e-government system. By distinguishing between overarching values and specific logics, we provide an analytic framework for exploring value tensions as values are …"
12,"Making"" safe"" community-centered practices in a virtual world dedicated to children with autism",80,2015,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ZCNrpS8AAAAJ&pagesize=50&citation_for_view=ZCNrpS8AAAAJ:GnPB-g6toBAC,"The use of online games and virtual worlds is becoming increasingly prominent, particularly in children and young adults. Parents have concerns about risks their children might encounter in these online spaces. Parents dynamically manage the boundaries between safe and unsafe spaces online through both explicit and implicit means. In this work, we use empirical data gathered from a digital ethnog-raphy of a Minecraft server, Autcraft, to explore how par-ents of children with autism continually create a ""safe"" virtual world through both implicit and explicit means. In par-ticular, we demonstrate how their actions in these spaces define and produce ""safety,"" shedding light on our theoreti-cal understanding of child safety in online spaces."
13,E-government intermediaries and the challenges of access and trust,68,2014,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ZCNrpS8AAAAJ&pagesize=50&citation_for_view=ZCNrpS8AAAAJ:hMod-77fHWUC,"In this article, we present the results of a study examining challenges related to access and trust for nutrition assistance outreach workers and suggest design implications for these challenges. Outreach workers are e-government intermediaries who assist clients with accessing and using e-government online applications, systems, and services. E-government intermediaries are not typical end users; they use e-government systems on behalf of clients, and as such their challenges differ from those of primary users. We detail social and technical aspects of these challenges to develop a nuanced understanding of access and trust in the ecosystems surrounding e-government systems. First, we describe how the practical accomplishment of access involves multiple stakeholders, actors, and practices. Second, we highlight how trust emerges through the e-government intermediaries’ work to project themselves as …"
14,Social justice in HCI: A systematic literature review,63,2024,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ZCNrpS8AAAAJ&pagesize=50&citation_for_view=ZCNrpS8AAAAJ:J-pR_7NvFogC,"Given the renewed attention on politics, values, and ethics within our field and the wider cultural milieu, now is the time to take stock of social justice research in HCI. We surveyed 124 papers explicitly pursuing social justice between 2009 and 2022 to better reflect on the current state of justice-oriented work within our discipline. We identified (1) how researchers understood the social justice-relevant harms and benefits, (2) the approaches researchers used to address harm, and (3) the tools that researchers leveraged to pursue justice. Our analysis highlights gaps in social justice work, such as the need for our community to conceptualize benefits, and identifies concrete steps the HCI community can take to pursue just futures. By providing a comprehensive overview of and reflection on HCI’s current social justice landscape, we seek to help our research community strategize, collaborate, and collectively act toward …"
15,On making data actionable: How activists use imperfect data to foster social change for human rights violations in Mexico,63,2017,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ZCNrpS8AAAAJ&pagesize=50&citation_for_view=ZCNrpS8AAAAJ:u_35RYKgDlwC,"In this paper, we examine how activist organizations, focused on human rights violations (HRVs) in Mexico, obtain and translate data to produce actionable insight for social change. Through interviews with 15 participants working in think tanks, human rights centers, non-governmental organizations, and nonprofit organizations, we identified two key data challenges that impact their work: absent and conflicting data. We then describe how these nonprofits try to understand these issues by building alliances to address specific, detrimental knowledge and data gaps. Next, we articulate how these activists use data to work towards social change by informing citizens, requesting action, and building capacity. Lastly, we propose recommendations on how to design for HRVs-focused data practices, focusing on issues related to addressing technology and infrastructure constraints, designing for safety, and supporting …"
16,A grand challenge for HCI: Food+ sustainability,61,2017,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ZCNrpS8AAAAJ&pagesize=50&citation_for_view=ZCNrpS8AAAAJ:pqnbT2bcN3wC,"E S is produced nor where it is purchased. The industrialization of the food system has led to the paradox that food is as cheap as it has ever been—yet large populations who can’t afford to pay for food go hungry or rely heavily on food banks. The economic-growth paradigm coupled with techno-scientific attempts to “fix” the environment reinforces these practices by focusing on automation and large-scale production. To address these problems, agroecologists and members of grassroots social movements have been developing methodologies and systems to leverage biodiverse ecosystems for food production toward food sovereignty. Food sovereignty asserts control over local production, ecological production and distribution practices for long-term environmental sustainability, and decentralization of the food system. For example, in many places, cash cropping driven by multinational corporations has replaced …"
17,Growing tiny publics: Small farmers' social movement strategies,59,2018,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ZCNrpS8AAAAJ&pagesize=50&citation_for_view=ZCNrpS8AAAAJ:fPk4N6BV_jEC,"Drawing from fieldwork of 14 small food farms in the Midwest, we describe the on-the-ground, practical challenges of doing and communicating sustainability when local food production is not well-supported. We illustrate how farmers enact learned and honed tactics of sustainability at key sites such as farmers' markets and the Internet with consumers. These tactics reveal tensions with dominant discourse from government, Big Ag, and popular culture. The success of these tactics depends on farmers having fortitude--control, resilience, and the wherewithal to be exemplars of sustainability. In our discussion, we highlight how the local farmers' social movement work constitutes loosely organized small groups connecting others to an amorphous idea of a sustainable society--one that sustains an environmental, economic, local, cultural, and physical way of life. Using Fine's concept of tiny publics, we identify design …"
18,It takes a network to get dinner: designing location-based systems to address local food needs,56,2013,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ZCNrpS8AAAAJ&pagesize=50&citation_for_view=ZCNrpS8AAAAJ:u-x6o8ySG0sC,"Based on an 18-month qualitative study that included the creation and testing of design considerations and a prototype location-based information system (LBIS), this research provides empirical insight into the daily practices of a wide variety of individuals working to address food insecurity in one U.S. county. Qualitative fieldwork reveals that nonprofit organizations in the food assistance ecology engage in location-based information practices that could be enhanced by the design of a LBIS. Two practices that would benefit from a collaborative LBIS are 1) practices of matching in which nonprofit workers help individuals who are seeking assistance to food resources and 2) practices of distribution in which nonprofit workers help organizations access and deliver food resources to clients. In order to support such practices across organizations the cooperative design component of this research suggests that an LIBS …"
19,Parental acceptance of children’s storytelling robots: A projection of the uncanny valley of AI,54,2021,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ZCNrpS8AAAAJ&pagesize=50&citation_for_view=ZCNrpS8AAAAJ:nb7KW1ujOQ8C,"Parent–child story time is an important ritual of contemporary parenting. Recently, robots with artificial intelligence (AI) have become common. Parental acceptance of children’s storytelling robots, however, has received scant attention. To address this, we conducted a qualitative study with 18 parents using the research technique design fiction. Overall, parents held mixed, though generally positive, attitudes toward children’s storytelling robots. In their estimation, these robots would outperform screen-based technologies for children’s story time. However, the robots’ potential to adapt and to express emotion caused some parents to feel ambivalent about the robots, which might hinder their adoption. We found three predictors of parental acceptance of these robots: context of use, perceived agency, and perceived intelligence. Parents’ speculation revealed an uncanny valley of AI: a nonlinear relation between the human likeness of the artificial agent’s mind and affinity for the agent. Finally, we consider the implications of children’s storytelling robots, including how they could enhance equity in children’s access to education, and propose directions for research on their design to benefit family well-being."
20,Feeding the world with data: visions of data-driven farming,54,2019,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ZCNrpS8AAAAJ&pagesize=50&citation_for_view=ZCNrpS8AAAAJ:f2IySw72cVMC,"Recent years have seen increased investment in data-driven farming through the use of sensors (hardware), algorithms (software), and networking technologies to guide decision making. By analyzing the discourse of 34 startup company websites, we identify four future visions promoted by data-driven farming startups: the vigilant farmer who controls all aspects of her farm through data; the efficient farmer who has optimized his farm operations to be profitable and sustainable; the enlightened farmer who achieves harmony with nature via data-driven insights; and the empowered farmer who asserts ownership of her farm's data, and uses it to benefit herself and her fellow farmers. We describe each of these visions and how startups propose to achieve them. We then consider some consequences of these visions; in particular, how they might affect power relations between the farmer and other stakeholders in …"
21,"Media, meaning, and context loss in ephemeral communication platforms: A qualitative investigation on Snapchat",54,2017,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ZCNrpS8AAAAJ&pagesize=50&citation_for_view=ZCNrpS8AAAAJ:70eg2SAEIzsC,"Most social media platforms are persistent in nature, enabling users to re-visit content at their discretion. Platforms with design features that support ephemeral communications, such as Snapchat, have become increasingly popular. During the course of our empirical study, we interviewed 15 Snapchat users about their experiences and practices. Our data reveal that Snapchat users experienced different types of loss, including media, meaning, and context loss, and developed workarounds to deal with those losses, including preemptive action and collaborative saving practices. Our findings revealed a conflict between the user's expectation of the affordance the ephemeral platforms would provide, and the actions user's followed."
22,Daughters of men: Saudi women's sociotechnical agency practices in addressing domestic abuse,48,2021,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ZCNrpS8AAAAJ&pagesize=50&citation_for_view=ZCNrpS8AAAAJ:xtRiw3GOFMkC,"While domestic abuse is an all too common experience for women worldwide, how people experience the abuse and their resources to deal with the abuse differ. In this qualitative, interview-based study, we examine Saudi women's domestic safety concerns living in Saudi Arabia and the United States. Based on non-Western Islamic feminist views of agency, we identify three key practices, focused on how women resist or deal with their domestic violence. For each practice, we highlight how interwoven cultural, religious, and political contexts impact Saudi women's ability to recognize and deal with domestic abuse. We attend to technology's role in enabling or hindering women's agency. These practices include: 1) recognizing abuse, where women identify abusive situations, 2) managing abuse, where women find ways to cope with ongoing or anticipated abuse within their constraints and resources, and 3 …"
23,Accountability in the blue-collar data-driven workplace,48,2018,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ZCNrpS8AAAAJ&pagesize=50&citation_for_view=ZCNrpS8AAAAJ:rO6llkc54NcC,"This paper examines how mobile technology impacts employee accountability in the blue-collar data-driven workplace. We conducted an observation-based qualitative study of how electricians in an electrical company interact with data related to their work accountability, which comprises the information employees feel is reasonable to share and document about their work. The electricians we studied capture data both manually, recording the hours spent on a particular task, and automatically, as their mobile devices regularly track data such as location. First, our results demonstrate how work accountability manifests for employees' manual labor work that has become data-driven. We show how employees work through moments of transparency, privacy, and accountability using data focused on location, identification and time. Second, we demonstrate how this data production is interdependent with employees' …"
24,Working toward empowering a community: How immigrant-focused nonprofit organizations use Twitter during political conflicts,47,2018,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ZCNrpS8AAAAJ&pagesize=50&citation_for_view=ZCNrpS8AAAAJ:HoB7MX3m0LUC,"In the digital age, social media has become a popular venue for nonprofit organizations to advocate for causes and promote social change. The 2016 United States Presidential Election occurred amidst divisive public opinions and political uncertainties for immigrants and immigration policies were a frequently-contested debate focus. Thus, this election provided an opportunity to examine nonprofit organizations' social media usage during political conflicts. We analyzed social media posts by immigrant-focused nonprofit organizations and conducted interviews probing into how they managed their online presence and social relations. This study finds that these nonprofit organizations adopted three key strategies to support their target community: 1) disseminating content about immigration-related issues and policies; 2) calling for participation in collective endeavors to influence the political climate; 3) engaging in …"
25,Designing within capitalism,45,2022,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ZCNrpS8AAAAJ&pagesize=50&citation_for_view=ZCNrpS8AAAAJ:5Ul4iDaHHb8C,"Why do social computing projects aimed at alleviating social inequality fail? This paper investigates this question through a qualitative interview study with 25 individuals working to address the problem of wage theft in the United States (US) context. Our analyses uncover failures at three levels or scales of interaction: one, failures at the individual level of technology adoption; two, relational failures (i.e., the anti-labor worker/employer dynamic in the US); and three, institutional or macro-level failures. Taken together, these various failings point to larger, structural forces that negatively fate pro-labor projects’ trajectories – i.e., capitalism. Capitalism's incarnations in the US play a significant and at times harsh grip in steering the path of social computing design projects. In this paper, we untangle the relationship between capitalism and social computing, providing an analytic framework to tease apart this complex …"
26,Bottom-Up organizing with tools from on high: Understanding the data practices of labor organizers,44,2020,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ZCNrpS8AAAAJ&pagesize=50&citation_for_view=ZCNrpS8AAAAJ:abG-DnoFyZgC,"This paper provides insight into the use of data tools in the American labor movement by analyzing the practices of staff employed by unions to organize alongside union members. We interviewed 23 field-level staff organizers about how they use data tools to evaluate membership. We find that organizers work around and outside of these tools to develop access to data for union members and calibrate data representations to meet local needs. Organizers mediate between local and central versions of the data, and draw on their contextual knowledge to challenge campaign strategy. We argue that networked data tools can compound field organizers' lack of discretion, making it more difficult for unions to assess and act on the will of union membership. We show how the use of networked data tools can lead to less accurate data, and discuss how bottom-up approaches to data gathering can support more accurate …"
27,Academic accomplices: Practical strategies for research justice,43,2019,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ZCNrpS8AAAAJ&pagesize=50&citation_for_view=ZCNrpS8AAAAJ:bFI3QPDXJZMC,"This workshop brings together folks currently or interested in becoming academic accomplices, or scholars committed to leveraging resources and power to support the justice work of their community collaborators. Academic accomplices are necessary for research justice-research that materially challenges inequity-and owe it to community partners to challenge underlying oppressive structure and practices as perpetuated through academic research. The goal of this workshop is to discuss concrete strategies for challenging oppression through research methodologies, physical or institutional resources, and/or pedagogy. This workshop will generate practical strategies for research justice for DIS and HCI scholars."
28,The labor practices of service mediation: a study of the work practices of food assistance outreach,40,2012,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ZCNrpS8AAAAJ&pagesize=50&citation_for_view=ZCNrpS8AAAAJ:u5HHmVD_uO8C,"In this paper, we present the results of a study of the work practices of food assistance outreach workers. We introduce the construct of service mediation, which includes the technical, social, and knowledge labor practices involved in enabling access to and use of an e-government service. We explore the service mediation activities of outreach, technological assistance, providing knowledge, and ongoing engagement. These activities bring to light how successful service relationships involve fostering a process, bridging relationships, and providing broader scaffolding. The results of our research highlight the role service mediation plays in the use of services and service technologies in information-rich organizations. This research extends previous conceptualizations of mediation by documenting how mediators support broader service processes for their clients, transform potential beneficiaries into clients, and …"
29,Human-machine partnerships in the future of work: exploring the role of emerging technologies in future workplaces,38,2021,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ZCNrpS8AAAAJ&pagesize=50&citation_for_view=ZCNrpS8AAAAJ:u9iWguZQMMsC,"Technologies in the workplace have been a major focus of CSCW, including studies that investigate technologies for collaborative work, explore new work environments, and address the importance of political and organizational aspects of technologies in workplaces. Emerging technologies, such as AI and robotics, have been deployed in various workplaces, and their proliferation is rapidly expanding. These technologies have not only changed the nature of work but also reinforced power and social dynamics within workplaces, requiring us to rethink the legitimate relationship between emerging technologies and human workers. It will be critical to the development of equitable future work arrangements to identify how these emerging technologies will develop relationships with human workers who have limited power and voice in their workplaces. How can these emerging technologies develop mutually …"
30,"Jam today, jam tomorrow: Learning in online game jams",37,2019,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ZCNrpS8AAAAJ&pagesize=50&citation_for_view=ZCNrpS8AAAAJ:EUQCXRtRnyEC,"Game jams, which are game creation events in which developers design and build a game over a short period of time, have been shown to support participatory, active STEM learning. Game jams have expanded from their origins as physically co-located experiences and many are now conducted exclusively online. Though the co-located game jam has been noted as educational, little is known about how learning happens within online game jams. To better understand the ways online game jams support self-development, we interviewed fifteen online jam participants about their learning experiences during their jams. Additionally, we observed and analyzed several jams using activity theory. We found that online game jams support participants' learning through extensive feedback from others during and after the jam. Such feedback sessions were a key social and participatory learning elements for online jams …"
31,Survivor-Centered transformative justice: an approach to designing alongside domestic violence stakeholders in US muslim communities,33,2023,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ZCNrpS8AAAAJ&pagesize=50&citation_for_view=ZCNrpS8AAAAJ:V3AGJWp-ZtQC,"While domestic violence (DV) is prevalent in all socioeconomic settings, identity highly impacts how one experiences and recovers from abuse. This work examines US-based Muslim women’s challenges when seeking help and healing from domestic violence. Through participatory interviews with 23 participants within the DV ecosystem, we find that victim-survivors’ autonomy is compromised throughout the abuse, within their immediate communities, and when involving the criminal justice system. To address such harms, we adapt a survivor-centered transformative justice (SCTJ) approach, a framework to discern individual and systemic harm, to understand how to design alongside victim-survivors, and to focus on victim-survivors’ autonomy. We explain under what conditions an SCTJ approach may be productive for designers. We use insights from our interviews to highlight intervention areas for reducing harm …"
32,Confronting social criticisms: Challenges when adopting data-driven policing strategies,30,2018,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ZCNrpS8AAAAJ&pagesize=50&citation_for_view=ZCNrpS8AAAAJ:zA6iFVUQeVQC,"Proponents of data-driven policing strategies claim that it makes policing organizations more effective, efficient, and accountable and has the potential to address some policing social criticisms (e.g. racial bias, lack of accountability and training). What remains less understood are the challenges when adopting data-driven policing as a response to these criticisms. We present results from a qualitative field study about the adoption of data-driven policing strategies in a Midwestern police department in the United States. We identify three key challenges police face with data-driven adoption efforts: data-driven frictions, precarious and inactionable insights, and police metis concerns. We demonstrate the issues that data-driven initiatives create for policing and the open questions police agents face. These findings contribute an empirical account of how policing agents attend to the strengths and limits of big data's …"
33,Opportunities for enhancing access and efficacy of peer sponsorship in substance use disorder recovery,28,2020,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ZCNrpS8AAAAJ&pagesize=50&citation_for_view=ZCNrpS8AAAAJ:b0M2c_1WBrUC,"Substance use disorders (SUDs) are characterized by an inability to decrease a substance use (e.g., alcohol or opioids) despite negative repercussions. SUDs are clinically diagnosable, hazardous, and considered a public health issue. Sponsorship, a specialized type of peer mentorship, is vital in the recovery process and originates from 12-step fellowship programs such as Alcoholics Anonymous (AA) and Narcotics Anonymous (NA). To investigate sponsorship relationship practices and to identify design opportunities for digitally-mediated peer support, we conducted 27 in-depth interviews with members of AA and NA. We identified five key sponsorship relationship practices relevant for designing social computing tools to support sponsorship and recovery: 1) assessing dyadic compatibility, 2) managing sponsorship with or without technology, 3) establishing boundaries, 4) building a peer support network, and 5 …"
34,Beyond cute: exploring user types and design opportunities of virtual reality pet games,28,2017,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ZCNrpS8AAAAJ&pagesize=50&citation_for_view=ZCNrpS8AAAAJ:ZHo1McVdvXMC,"Virtual pet games, such as handheld games like Tamagotchi or video games like Petz, provide players with artificial pet companions or entertaining pet-raising simulations. Prior research has found that virtual pets have the potential to promote learning, collaboration, and empathy among users. While virtual reality (VR) has become an increasingly popular game medium, litle is known about users' expectations regarding game avatars, gameplay, and environments for VR-enabled pet games. We surveyed 780 respondents in an online survey and interviewed 30 participants to understand users' motivation, preferences, and game behavior in pet games played on various medium, and their expectations for VR pet games. Based on our findings, we generated three user types that reflect users' preferences and gameplay styles in VR pet games. We use these types to highlight key design opportunities and …"
35,Designing sustainable food systems,28,2017,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ZCNrpS8AAAAJ&pagesize=50&citation_for_view=ZCNrpS8AAAAJ:2P1L_qKh6hAC,"There is significant interest in designing technologies for the food system, from agricultural modeling tools to apps enabling humans to assess nutritional value of various food choices to drones for pest detection. However, a good food system must be a sustainable one. There is an urgent need for deliberation and thoughtfulness in designing for both technologies that support existing food systems and new modalities that work towards more sustainable food systems. This workshop will bring together HCI researchers, designers, and practitioners with an interest in exploring what constitutes a sustainable food system, as well as defining the role of HCI in this domain. Our key objectives for this workshop will be to identify what opportunities for design and collaboration exist and to lay the foundation for an active foodCHI community."
36,Socially just design and engendering social change,27,2017,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ZCNrpS8AAAAJ&pagesize=50&citation_for_view=ZCNrpS8AAAAJ:M05iB0D1s5AC,"Community + Culture features practitioner perspectives on designing technologies for and with communities. We highlight compelling projects and provocative points of view that speak to both community technology practice and the interaction design field as a whole. --- Christopher A. Le Dantec, Editor"
37,ICT4S 2029: What will be the systems supporting sustainability in 15 years,26,2014,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ZCNrpS8AAAAJ&pagesize=50&citation_for_view=ZCNrpS8AAAAJ:ns9cj8rnVeAC,"Research is often inspired by visions of the future. These visions can take on various narrative forms, and can fall anywhere along the spectrum from utopian to dystopian. Even though we recognize the importance of such visions to help us shape research questions and inspire rich design spaces to be explored, the opportunity to discuss them is rarely given in a research context. Imagine how civilization will have changed in 15 years. What is your vision for systems that will be supporting sustainability in that time Which transformational changes will have occurred in the mean time that allow for these systems Is ICT even the right tool or does it contradict sustainability by making our world ever more complex How can we make systems and our societies more sustainable and resilient by ICT4S This paper presents a compilation of fictional abstracts for inspiration and discussion, and provides means to stimulate discussion on future research and contributes to ICT4S community building."
