Rank,Title,Citations,Year,URL,Description
11,Fostering AI literacy with embodiment & creativity: From activity boxes to museum exhibits,32,2023,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ZRTiCX4AAAAJ&pagesize=50&citation_for_view=ZRTiCX4AAAAJ:hCrLmN-GePgC,"Fostering young learners’ literacy surrounding AI technologies is becoming increasingly important as AI is becoming integrated in many aspects of our lives and is having far-reaching impacts on society. We have developed Knowledge Net and Creature Features, two activity boxes for family groups to engage with in their homes that communicate AI literacy competencies such as understanding knowledge representations, the steps of machine learning, and AI ethics. Our current work is exploring how to transform these activity boxes into museum exhibits for middle-school age learners, focusing on three key considerations: centering learner interests, generating personally meaningful outputs, and incorporating embodiment and collaboration on a larger scale. Our demonstration will feature the existing Knowledge Net and Creature Features activity boxes alongside early-stage prototypes adapting these activities …"
12,Scoring qualitative informal learning dialogue: The squild method for measuring museum learning talk,24,2017,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ZRTiCX4AAAAJ&pagesize=50&citation_for_view=ZRTiCX4AAAAJ:4fKUyHm3Qg0C,"Museums are increasingly developing computer-supported collaborative learning experiences and are in need of methods for evaluating the educational value of such exhibits. Exhibit designers, like web interaction designers, have long been employing A/B testing of exhibit elements in order to understand the affordances of competing designs in situ. When the exhibit elements being tested are intended to support open-ended group exploration and dialogue, existing knowledge-based metrics like measuring the amount of content recalled don’t quite apply. Visitor groups can explore the educational content in idiosyncratic ways, meaning that not all groups have the same exposure to content, and the learning arises from the visitors’ conversations. In order to evaluate learning outcomes for CSCL exhibits, we present a method for quantifying idiosyncratic social learning, Scoring Qualitative Informal Learning Dialogue (SQuILD), and demonstrate how it was applied to A/B testing of a collaborative data visualization exhibit in a metropolitan museum."
13,"Results of a 2-Stage, Phase 3 Pivotal Trial, EDEMA3®: A Study of Subcutaneous DX-88 (Ecallantide), a Plasma Kallikrein Inhibitor, in Patients with Hereditary Angioedema (HAE)",20,2008,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ZRTiCX4AAAAJ&pagesize=50&citation_for_view=ZRTiCX4AAAAJ:_FM0Bhl9EiAC,"MethodsIn the double-blind stage, 72 patients were randomized 1: 1 to receive ecallantide or placebo. In the open-label stage, 67 patients were treated for 160 attacks. Efficacy was assessed using HAE-specific measures of patient-reported outcome (PRO): Treatment Outcome Score (TOS; range-100 to 100) and Mean Symptom Complex Severity Score (MSCS; range 0 to 3).ResultsThe primary endpoint, mean TOS at 4 hours, showed statistically significant improvement in ecallantide patients compared with placebo (53.8 vs 18.5, p= 0.02), with sustained improvement at 24 hours (48.8 vs-0.5, p= 0.03). Change from baseline in MSCS was significant at 4 hours (-0.96 ecallantide,-0.48 placebo, p= 0.02), with similar severity scores at 24 hours (-0.93 vs.-0.46, p= 0.10). Mean time to significant overall improvement was 124.5 minutes ecallantide vs 196 minutes placebo (p= 0.04). Medical intervention was required in 14 …"
14,"Reflective spectroscopy investigations of clothing items to support law enforcement, search and rescue, and war crime investigations",18,2019,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ZRTiCX4AAAAJ&pagesize=50&citation_for_view=ZRTiCX4AAAAJ:IRz6iEL74y4C,"Clothing articles are important pieces of evidence in criminal, search and rescue, and search and recovery investigations. Hyperspectral remote sensing of clothing will be an important tool for supporting such investigations in the near future. This study investigated over 300 items of clothing that varied in fabric type, texture, color, and pattern. Clothing items were analyzed using an ASD FieldSpec 4 High Resolution spectroradiometer with a contact probe attachment. Of the clothing items analyzed, there were 141 having endmember fabrics (100% single fabric type composition): 89 were cotton, 39 were polyester, 5 were wool, 1 was cashmere, 3 were acrylic, 1 was leather, and 3 were rayon. The remaining 164 clothing items were various fabric blends. Spectral features relating to different fabric types exhibit sufficient differences that allow them to be discriminated from the surrounding environment, as well as from …"
15,The uncanny valley of embodied interaction design,18,2014,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ZRTiCX4AAAAJ&pagesize=50&citation_for_view=ZRTiCX4AAAAJ:5Ul4iDaHHb8C,"The ""Uncanny Valley"" theory explains the counter-intuitive phenomenon where people may get suddenly uncomfortable with an artificial entity when it becomes very similar to humans. We propose the existence of an ""uncanny valley"" for embodied interaction, when a user's body motions in the physical space (the locus of interaction) are incompletely mapped into effects in the virtual space (the focus of interaction). It is generally assumed that this mapping should be as veridical as possible to promote seamless embodied interaction. Many design factors (e.g., synchronicity, sensitivity, shared realism) contribute to veridical locus-focus mapping. We intentionally varied the level of veridicality of these different factors, affecting how the user's movements were mapped to virtual effects. Our results indicate that there is a dip (valley) in user preferences when the design contains mixed degrees of veridicality. Thus, when …"
16,RFID localization for tangible and embodied multi-user interaction with museum exhibits,16,2010,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ZRTiCX4AAAAJ&pagesize=50&citation_for_view=ZRTiCX4AAAAJ:eJXPG6dFmWUC,"RFID is usually used for identification but with some post-processing it can also be used for localization. These properties expand the typical range of possible interactions with digital displays in museums. Our goal is to encourage the collaborative investigation of a rich information space presented on an Ambient Display in a museum exhibit. We consider two different models of interacting with an exhibit: Tangible Control, wherein passive RFID tags are embedded in some artifacts and multiple users can control the information on the screen by moving those artifacts, and Embodied Control, wherein people directly carry an RFID tag and interact with the information by walking within the simulation space. Each model has different implications for how the visitors might relate (a) to the information being displayed, and (b) to one another. Here we present preliminary results on the suitability of a single-reader and …"
17,Data through movement: Designing embodied human-data interaction for informal learning,14,2026,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ZRTiCX4AAAAJ&pagesize=50&citation_for_view=ZRTiCX4AAAAJ:lmc2jWPfTJgC,"This revised edition revisits the dynamic and developing field of human-data interactions (HDI). It draws on frameworks from the learning sciences, cognitive linguistics, visualization, and human-computer interaction to explore embodied HDI. This exciting sub-field of interaction design is based on the premise that every day we produce and have access to quintillions of bytes of data, the exploration and analysis of which are no longer confined within the walls of research laboratories. This new edition examines how people interact with data in informal environments like museums, where engagement is often brief and self-directed. The first half of the book provides an overview of the multi-disciplinary, theoretical foundations of HDI, including embodied cognition, conceptual metaphor theory, embodied interaction, and embodied learning. It also reviews socio-technical theories essential for designing HDI installations that support informal, social learning in spaces like museums. The second half of the book describes strategies for engaging museum visitors with interactive data visualizations, It presents detailed methodologies for designing intuitive hand gestures and body movements for embodied installations. Through case studies of prototype exhibits, it illustrates how thoughtfully designed embodied HDI can facilitate deeper public sensemaking about complex topics such as census data, perspective-taking, correlation, and causation. This cross-disciplinary book is intended as a resource for students and early-career researchers in human-computer interaction, the learning sciences, and data visualization, as well as for more senior researchers …"
18,Analyzing the affordances of mobile technologies for informal science learning,14,2010,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ZRTiCX4AAAAJ&pagesize=50&citation_for_view=ZRTiCX4AAAAJ:9yKSN-GCB0IC,"Parent-child interactions, and particularly parent-child conversations, in Informal Science Institutions (ISIs) have a critical role in helping to shape children's ways of thinking about science and about the world. The incorporation of mobile technology into ISIs opens up new possibilities for supporting informal learning processes, but little attention has been given to how the addition of such technology might affect the parent-child dynamic, as mobile applications are most typically designed with only a single user in mind. Existing research on the practices that parents engage in to support their children's learning in ISIs reveals that while some practices may result in parents' desired learning outcomes, others are less effective or even detrimental. This article discusses ways that mobile technology may be productively integrated into the learning context, either by aligning with successful practices or by strategically …"
19,Data literacy for social justice,13,2020,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ZRTiCX4AAAAJ&pagesize=50&citation_for_view=ZRTiCX4AAAAJ:z_wVstp3MssC,"The projects in this interactive poster symposium explore ways of engaging learners with social justice issues through the design and study of data literacy interventions. These interventions span classroom to museum contexts, and environmental to social sciences domains. Together, they illustrate research and practice approaches for engaging learners with data to promote emancipatory activity."
20,"American Journalism and"" Fake News""",11,2018,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ZRTiCX4AAAAJ&pagesize=50&citation_for_view=ZRTiCX4AAAAJ:KUbvn5osdkgC,"Title: American journalism and “fake news”: examining the facts/Seth Ashley, Jessica Roberts, and Adam Maksl. Description: Santa Barbara, Caifornia: ABC-CLIO, 2018.| Series: Contemporary debates| Includes bibliographical references and index. Identifiers: LCCN 2018035231 (print)| LCCN 2018047013 (ebook)| ISBN 9781440861840 (ebook)| ISBN 9781440861833 (alk. paper)"
21,Observations of the lifecycles and information worlds of collaborative scientific teams at a national science lab,11,2012,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ZRTiCX4AAAAJ&pagesize=50&citation_for_view=ZRTiCX4AAAAJ:-FonjvnnhkoC,"Team-based scientific collaborations play a key role in the discovery and distribution of scientific knowledge. In order to determine the social and organizational factors that help support a scientific team's successful transition from short-term experiments to long-term programs of ongoing scientific research, this study used observations of teams conducting experiments at the National High Magnetic Field Laboratory to determine what teams actually do during these experiments. As part of a larger, ongoing research project using mixed methods, our findings describe the scientific culture of hybrid teams at work, and demonstrate how multiple, overlapping, and nested lifecycles and information worlds play an important role in promoting successful and continuing scientific collaboration. The boundaries between worlds and efforts to span them are particularly important, requiring greater attention. Our future research will …"
22,“Let the Volcano Erupt!”: Designing Sonification to Make Oceanography Accessible for Blind and Low Vision Students in Museum Environment,10,2023,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ZRTiCX4AAAAJ&pagesize=50&citation_for_view=ZRTiCX4AAAAJ:bz8QjSJIRt4C,"Exploring the potential of data sonification, our study focuses on enhancing accessibility to oceanographic data for blind and low vision (BLV) students in museums. Five auditory display prototypes with accompanying data sonifications were designed, and two prototypes underwent evaluation by testing with blind and low vision students from two schools for the blind. Through interviews and qualitative analysis, the study assessed the students' learning outcomes and their experience on the auditory display prototypes. The results demonstrate the effective conveyance of oceanography concepts and data through the developed audio display prototypes. Additionally, the study derived several design implications for future oceanographic data sonification design in museums. This research contributes to advancing the accessibility of oceanography education for visually impaired students while providing valuable …"
23,Uncovering patterns in constructionist collaborative learning activities via cluster analysis of museum exhibit log files,10,2020,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ZRTiCX4AAAAJ&pagesize=50&citation_for_view=ZRTiCX4AAAAJ:t7zJ5fGR-2UC,"A driving factor in designing interactive museum exhibits to support simultaneous users is that visitors learn from one another, via both observation and conversation. Such collaborative interactions among museum-goers are typically analyzed through manual coding of live-or video-recorded exhibit use. We sought to determine how log data from an interactive multi-user exhibit could indicate patterns in visitor interactions that could shed light on informal collaborative constructivist learning. We characterized patterns from log data generated by an interactive tangible tabletop exhibit using factors like"" pace of activity"" and the timing of “success events."" Here we describe processes for parsing and visualizing log data and explore what these processes revealed about individual and group interactions with interactive museum exhibits. Using clustering techniques to categorize museum-goer behavior and heat maps to visualize patterns in the log data, we found that there were distinct trends in how users approached solving the exhibit: some players seemed more reflective while others seemed more achievement oriented. We also found that the most productive sessions occurred when all four areas of the table were occupied, suggesting that the activity design had a desired outcome to promote collaborative activity."
24,That's me and that's you: Museum visitors' perspective-taking around an embodied interaction data map display,10,2013,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ZRTiCX4AAAAJ&pagesize=50&citation_for_view=ZRTiCX4AAAAJ:olpn-zPbct0C,"CoCensus, a museum exhibit leveraging embodied interaction, allows users to collaboratively explore US census data on a large GIS display. We utilize tracking technologies to support personalized interactions, and we examine users' perspective-taking when discussing and interpreting the data display. Here pronoun use is analyzed to examine how the affordances of this technology facilitate connections between visitors and the social worlds represented by the data."
25,Philosophical Linkages between Public Journalism and Citizen Journalism 1,9,2011,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ZRTiCX4AAAAJ&pagesize=50&citation_for_view=ZRTiCX4AAAAJ:anf4URPfarAC,"Controversy over public journalism wracked journalism scholars and practising journalists in the early 1990s, when it was advocated as solving two widening gaps: between political figures and citizens, and between news organizations and their readers. Declines in voter participation in elections, and more importantly in civic participation in public affairs, seemed to indicate that citizens were increasingly disengaged and were withdrawing from political processes. The public’s disaffection with political discourse and cynicism about government were at least partly blamed on journalism’s horse-race approach to campaigns and its treatment of politics as pivoting on self-interested tactics. That is, democracy was suffering. Journalists could help democracy by listening to people and trying to enhance civic commitment and participation in democratic processes."
26,What Does it Mean to be Literate in the Time of AI? Different Perspectives on Learning and Teaching AI Literacies in K-12 Education.,8,2024,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ZRTiCX4AAAAJ&pagesize=50&citation_for_view=ZRTiCX4AAAAJ:umqufdRvDiIC,"The pervasiveness of Artificial Intelligence/Machine Learning in the everyday lives of young people—impacting how they connect with friends, listen to music, play games, or attend school—coupled with the accessibility of applications powered by large language models and discussions about algorithmic justice has called for developing AI literacy in K-12 education. In this symposium, we offer different perspectives on what learning and teaching about AI could mean. Panelists will (1) address questions about how deeply do we want students to engage with AI,(2) examine in which ways critical agency can be developed, and (3) discuss implications for research and designs how teachers and learners can develop and integrate conceptual and critical understandings about Artificial Intelligence/Machine Learning that are increasingly important to participate in the world."
27,"Results of a phase 3 double-blind, placebo-controlled trial, Edema3 (R): A study of subcutaneous dx-88 (ecallantide) in patients with hereditary ancioedema",8,2008,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ZRTiCX4AAAAJ&pagesize=50&citation_for_view=ZRTiCX4AAAAJ:FAceZFleit8C,Description not available
28,Breaking down the visual barrier: Designing data interactions for the visually impaired in informal learning settings,7,2023,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ZRTiCX4AAAAJ&pagesize=50&citation_for_view=ZRTiCX4AAAAJ:_axFR9aDTf0C,"As data literacy takes an increasingly prominent role in education, learning sciences research is investigating how environments can be designed to foster sensemaking, including in informal environments. Yet, most efforts rely on visually-based data representations that remain inaccessible to blind and low vision learners. Work in human-computer interaction has explored solutions for human-data interactions that are accessible to visually impaired learners, but few have explored the intersection of data, informal learning, and visual impairment. Because informal science engagement is a strong influence toward developing STEM identities and pursuing STEM careers, neglecting to design informal science interactions for visually impaired learners can have long-term impact on participation in science. Here we review efforts toward supporting human-data interactions with scientific data for visually impaired learners, describe our interdisciplinary design efforts creating accessible auditory displays of oceanography data, and lay out an agenda toward designing accessible informal data interactions."
29,Do the data strike back? Students’ presentations of historical narratives about Latino communities using GIS,7,2012,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ZRTiCX4AAAAJ&pagesize=50&citation_for_view=ZRTiCX4AAAAJ:VOx2b1Wkg3QC,Description not available
30,Data bias recognition in museum settings: Framework development and contributing factors,6,2025,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ZRTiCX4AAAAJ&pagesize=50&citation_for_view=ZRTiCX4AAAAJ:HIFyuExEbWQC,"Critical thinking skills are increasingly important for comprehending our data-rich society. While museums provide data for discussion, visitors may not naturally question data in such displays due to the inherent authority of a museum. To investigate what factors can help visitors recognize bias in data, we interviewed visitors after they interacted with an augmented reality data map in an interactive data exhibition. Here, we present a qualitative analysis of fifteen semi-structured interviews with visitors who engaged with mapped data from the citizen science platform iNaturalist. The study revealed that 47% of participants were able to recognize bias, and familiarity was found to be a significant factor in this ability. We propose a three-layer framework to understand the cognitive processes of bias recognition in informal learning settings and apply this framework to our data to inform future work for designing displays to …"
31,Education Partnerships: A Co-Design Classroom for College Students with Intellectual and Developmental Disabilities,6,2024,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ZRTiCX4AAAAJ&pagesize=50&citation_for_view=ZRTiCX4AAAAJ:2VqYfGB8ITEC,"Co-design of technology encourages participation and decision-making input of end-users. In the case of technologies for individuals with Intellectual and Developmental Disabilities (IDD), the end-users are historically left out of the design process. Further deepening the disconnect between this group and technology, they are also excluded from formal technology design knowledge sharing, such as college courses. To address this, our study investigates the efficacy of a formal classroom adaptation of co-design activities to encourage learning and participation. Through collaboration between educators and designers, we adopted user-centered co-design activities to facilitate knowledge and application of technological design methods within a class of 13 students with IDD. Findings uncovered factors contributing to co-teaching collaboration planning and reflection between educators and designers, and ways that …"
32,Expanding access to ocean science through inclusively designed data sonifications,6,2023,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ZRTiCX4AAAAJ&pagesize=50&citation_for_view=ZRTiCX4AAAAJ:LO7wyVUgiFcC,"Look at a graph of oceanographic data. How would you convey the information only using sound? This is the challenge addressed by the US National Science Foundation-funded “Accessible Oceans” project, which seeks to increase access to ocean data in informal learning environments like museums, science centers, and aquariums. Quantitative information in these settings is almost always conveyed with visual displays. For audience members who are blind or have low vision, or those with data illiteracy or innumeracy, these displays remain inaccessible. In this article, we discuss our interdisciplinary project using an inclusive human-centered design process to develop auditory displays that support learning and understanding of ocean science in informal learning environments. We share information about our project and takeaways for inclusive auditory display design, hoping to inspire others to examine the …"
33,World Heritage Volcanoes: Classification,6,2019,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ZRTiCX4AAAAJ&pagesize=50&citation_for_view=ZRTiCX4AAAAJ:bKqednn6t2AC,Description not available
34,Exploring effects of full-body control in perspective-based learning in an interactive museum data display,6,2015,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ZRTiCX4AAAAJ&pagesize=50&citation_for_view=ZRTiCX4AAAAJ:geHnlv5EZngC,"Many factors are known to mediate museum visitors' learning during their interactions with exhibits, including designed elements of the exhibit itself, the other visitors present in the space, and visitors' own backgrounds and prior knowledge. Research indicates that learners' use of a first-person Actor perspective may confer agency to the learner and allow him to more easily reason about otherwise abstract concepts. Our preliminary research shows that full-body interaction with museum exhibits (specifically, an exhibit presenting a rich interactive data visualization), seems to promote both perspective-taking and improved data reasoning. This research builds on that work to clarify the affordances of perspective taking in mediating learning in this environment by comparing two methods of control of the interactive exhibit -- full-body and handheld -- in order to understand how each condition can support perspective …"
35,"Co-census: Designing an interactive museum space to prompt negotiated narratives of ethnicity, community, and identity",6,2012,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ZRTiCX4AAAAJ&pagesize=50&citation_for_view=ZRTiCX4AAAAJ:fQNAKQ3IYiAC,"This paper explores data collected during the pilot phase of an ongoing research program designing and studying an interactive data map to help museum visitors produce narratives about their ancestry and ethnic identities, and the distribution of such populations in a metropolitan area. A thematic map of ancestry data collected by the United States Census Bureau served as a vehicle to help visitors explore their own ancestry as well as that of their fellow visitors. By casting the locus of individuals’ identity onto an external artifact–a map of Cook County, Illinois–and shifting the focus from the individuals’ stories to the shape of communities at large, the exhibit was designed to promote observations, reflections, and conversations among visitors. This study reports on a pilot test of two initial sets of static maps in the first iteration of the design process, identifying ways visitors “emplotted”(Wertsch, 1998) the data maps with elements of social narratives. Five such elements were identified:(1) specific neighborhoods as anchors;(2) themes about immigrants’ motivations,(3) themes about neighborhood segregation;(4) familiar places as settings; and (5) characterizations of spatial features of the map image. Implications for iterative design are explored."
36,Connecting visitors to exhibits through design: Exploring United States census data with CoCensus,6,2012,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ZRTiCX4AAAAJ&pagesize=50&citation_for_view=ZRTiCX4AAAAJ:LPZeul_q3PIC,"This study presents preliminary results from a design-based research program examining ways to engage museum visitors in free-choice inquiry with geo-referenced census data, focusing on affording connections between ""big"" narratives about ancestry and migration, and ""little"" narratives about neighborhoods and personal identity. Preliminary findings have revealed affordances and tradeoffs in key design decisions that can be incorporated into ongoing iterations of the display."
