Rank,Title,Citations,Year,URL,Description
11,Policies and roles in collaborative applications,337,1996,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=QYqwwwcAAAAJ&pagesize=50&citation_for_view=QYqwwwcAAAAJ:qjMakFHDy7sC,"Collaborative systems provide a rich but potentially chaotic environment for their users. This paper presents a system that allows users to control collaboration by enacting policies that serve as general guidelines to restrict and define the behavior of the system in reaction to the state of the world. Policies are described in terms of access control rights on data objects, and are assigned to groups of users called roles. Roles represent not only statically-defined collections of users, but also dynamic descriptions of users that are evaluated as applications are run. This run-time aspect of roles allows them to react flexibly to the dynamism inherent in collaboration. We present a specification language for describing roles and policies, as well as a number of common “real-world” policies that can be applied to collaborative settings."
12,The work to make a home network work,290,2005,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=QYqwwwcAAAAJ&pagesize=50&citation_for_view=QYqwwwcAAAAJ:YsMSGLbcyi4C,"Recently, households have begun to adopt networking technologies to interconnect devices within the home. Yet little is known about the consequences for households of setting up and living with these complex networks, nor the impact of such technologies on the routines of the home. In this paper, we report findings from an empirical study of households containing complex networks of computer and audio/visual technologies. Our study finds that home networks require significant household effort not just to coordinate their use, but also their set up and maintenance. We also show how the coordination around networking has to be worked into the routines of the home and the householders."
13,Designs on dignity: perceptions of technology among the homeless,271,2008,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=QYqwwwcAAAAJ&pagesize=50&citation_for_view=QYqwwwcAAAAJ:mVmsd5A6BfQC,"Technology, it is argued, has the potential to improve everyone's life: from the workplace, to entertainment, to easing chores around the home. But what of people who have neither job nor home? We undertook a qualitative study of the homeless population in a metropolitan U.S. city to better understand what it means to be homeless and how technology--from cell phones to bus passes--affects their daily lives. The themes we identify provide an array of opportunities for technological interventions that can empower the homeless population. Our investigation also reveals the need to reexamine some of the assumptions made in HCI about the relationship people have with technology. We suggest a broader awareness of the social context of technology use as a critical component when considering design innovation for the homeless."
14,System for applying application behaviors to freeform data,266,2002,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=QYqwwwcAAAAJ&pagesize=50&citation_for_view=QYqwwwcAAAAJ:4TOpqqG69KYC,"ASSistant Examiner Brian Detwiler (57) ABSTRACT A freeform display editing System groups freeform Strokes into one or more Segments on a display. Each Segment in the System defines a region of the display that includes a collection of strokes. Multiple behaviors can be dynamically attached or removed from any given Segment, even after a Segment has been created and filled with Strokes. Each behavior provides a task-specific application to the Segment to which it is attached. Segments de-couple interpretations of input data from behaviors to provide temporal multiplex ing of task-specific applications. Advantageously, data asso ciated with a segment can be composed at the Same time by different behaviors."
15,Method and apparatus for dynamically delivering service profiles to clients,260,2010,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=QYqwwwcAAAAJ&pagesize=50&citation_for_view=QYqwwwcAAAAJ:LPZeul_q3PIC,"One embodiment of the present invention provides a sys tem that facilitates dynamic delivery of service profiles to a client. During operation, the system performs a discovery operation to allow the client to discover new services on a network. If a new service is discovered for which the client does not possess a service profile, the client to obtains the service profile from the new service and subsequently installs it, thereby enabling the client to interact with the new service. In a variation on this embodiment, the client obtains the service profile from the new service by sending a request for the service profile to the new service, and then receiving the service profile from the new service. In a variation on this embodiment, the service profile includes code, and installing the service profile on the client involves installing the code on the client. In a variation on this embodiment, the service profile includes a specification that …"
16,Listening in: practices surrounding iTunes music sharing,234,2005,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=QYqwwwcAAAAJ&pagesize=50&citation_for_view=QYqwwwcAAAAJ:Y0pCki6q_DkC,"This paper presents a descriptive account of the social practices surrounding the iTunes music sharing of 13 participants in one organizational setting. Specifically, we characterize adoption, critical mass, and privacy; impression management and access control; the musical impressions of others that are created as a result of music sharing; the ways in which participants attempted to make sense of the dynamic system; and implications of the overlaid technical, musical, and corporate topologies. We interleave design implications throughout our results and relate those results to broader themes in a music sharing design space."
17,No-look notes: accessible eyes-free multi-touch text entry,229,2010,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=QYqwwwcAAAAJ&pagesize=50&citation_for_view=QYqwwwcAAAAJ:isC4tDSrTZIC,"Mobile devices with multi-touch capabilities are becoming increasingly common, largely due to the success of the Apple iPhone and iPod Touch. While there have been some advances in touchscreen accessibility for blind people, touchscreens remain inaccessible in many ways. Recent research has demonstrated that there is great potential in leveraging multi-touch capabilities to increase the accessibility of touchscreen applications for blind people. We have created No-Look Notes, an eyes-free text entry system that uses multi-touch input and audio output. No-Look Notes was implemented on Apple’s iPhone platform. We have performed a within-subjects (n = 10) user study of both No-Look Notes and the text entry component of Apple’s VoiceOver, the recently released official accessibility component on the iPhone. No-Look Notes significantly outperformed VoiceOver in terms of speed, accuracy and user …"
18,User level controlled mechanism inter-positioned in a read/write path of a property-based document management system,219,2001,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=QYqwwwcAAAAJ&pagesize=50&citation_for_view=QYqwwwcAAAAJ:zYLM7Y9cAGgC,"BACKGROUND OF THE INVENTION The present invention pertains to the art of document management systems and more particularly to a distributed document infrastructure Where documents are organiZed and managed in terms of a user level controlled mechanism inter-positioned in a read/Write path of the system. This mechanism can be implemented as properties attached to documents. These properties are user and document speci? c in the sense that they are associated With the user Which attached the properties and are directed to control of speci? c documents. This structure alloWs for the separation of the location of the document content from the document’s management, Which is described by its properties. Imple mentation of the properties eliminates the need to adhere to traditional? le system and folder hierarchies, Where the storage and retrieval of documents are based on a storage location …"
19,Discovery systems in ubiquitous computing,215,2006,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=QYqwwwcAAAAJ&pagesize=50&citation_for_view=QYqwwwcAAAAJ:LkGwnXOMwfcC,"Ubiquitous computing introduces unique requirements for discovery technologies, which let services and devices become aware of each other without explicit human administration. Discovery lets services and devices spontaneously become aware of the availability and capability of peers on the network without explicit administration. In practice, this means that a client can discover and potentially use a device without prior knowledge of it. Although discovery is a necessary component of ubiquitous computing, the wide range of discovery systems in use today reflects the varied needs of the communities from which they originated. Some of these features are appropriate for ubiquitous computing, but others require further research and development."
20,Challenge: recombinant computing and the speakeasy approach,204,2002,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=QYqwwwcAAAAJ&pagesize=50&citation_for_view=QYqwwwcAAAAJ:UeHWp8X0CEIC,"Interoperability among a group of devices, applications, and services is typically predicated on those entities having some degree of prior knowledge of each another. In general, they must be written to understand the type of thing with which they will interact, including the details of communication as well as semantic knowledge such as when and how to communicate. This paper presents a case for ""recombinant computing"" -- a set of common interaction patterns that leverage mobile code to allow rich interactions among computational entities with only limited a priori knowledge of one another. We have been experimenting with a particular embodiment of these ideas, which we call Speakeasy. It is designed to support ad hoc, end user configurations of hardware and software, and provides patterns for data exchange, user control, discovery of new services and devices, and contextual awareness."
21,Active properties for dynamic document management system configuration,198,2001,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=QYqwwwcAAAAJ&pagesize=50&citation_for_view=QYqwwwcAAAAJ:kNdYIx-mwKoC,"BACKGROUND OF THE INVENTION The following applications are related to the present invention: US Ser. No. 09/143,802, Anthony G. LaMarca, et al., entitled USER LEVEL ACCESSING OF LOW LEVEL COMPUTER SYSTEM OPERATIONS; US Ser. No. 09/143,551, Karin Petersen, et al., entitled PROPERTY BASED USER LEVEL DOCUMENT MANAGEMENT; US Ser. No. 09/143,778, Douglas B. Terry, et al., entitled A PROPERTY-BASED MECHANISM FOR FLEXIBLY SUPPORTING FRONT-END AND BACK-END COMPO NENTS HAVING DIFFERENT COMMUNICATION PROTOCOLS; US Ser. No. 09/144,143, Warren K. EdWards, et al., entitled ATOMIC AND MOLECULAR DOCUMENTS; US Ser. No. 09/143,555, Michael P. Salisbury, et al, entitled VIRTUAL DOCUMENTS; US Ser. No. 09/144,383, John O. Lamping, et al, entitled SELF CONTAINED DOCUMENT MANAGEMENT BASED ON DOCUMENT …"
22,Share and share alike: exploring the user interface affordances of file sharing,190,2006,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=QYqwwwcAAAAJ&pagesize=50&citation_for_view=QYqwwwcAAAAJ:3fE2CSJIrl8C,"With the rapid growth of personal computer networks and the Internet, sharing files has become a central activity in computer use. The ways in which users control the what, how, and with whom of sharing are dictated by the tools they use for sharing; there are a wide range of sharing practices, and hence a wide range of tools to support these practices. In practice, users' requirements for certain sharing features may dictate their choice of tool, even though the other affordances available through that tool may not be an ideal match to the desired manner of sharing.In this paper, we explore users' current practices in file sharing and examine the tools used to share files. Based on our findings, we unpack the features and affordances of these tools into a set of dimensions along which sharing tools can be characterized. Then, we present the set of user interface features we have prototyped in an interface called a sharing …"
23,Tagging related files in a document management system,182,2003,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=QYqwwwcAAAAJ&pagesize=50&citation_for_view=QYqwwwcAAAAJ:cFHS6HbyZ2cC,"A document management system is provided Which organizes, stores and retrieves documents according to prop erties attached to the documents. Applications Which func tion based on hierarchical path names communicate to the document management system through a translator. A tag is inserted into the path of a document to identify the document and represent a dynamic collection. The same tag is inserted into the path of? les Which support the document so that the supporting? les are related to the document by the path tag. In this manner, the document management system identi? es and locates all documents Which are related to each other based on the tag. Thus, an application is provided With all related? les even though the application may not knoW Where the? les are actually stored or retrieved from."
24,Designing for serendipity: supporting end-user configuration of ubiquitous computing environments,179,2002,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=QYqwwwcAAAAJ&pagesize=50&citation_for_view=QYqwwwcAAAAJ:Tyk-4Ss8FVUC,"The future world of ubiquitous computing is one in which we will be surrounded by an ever-richer set of networked devices and services. In such a world, we cannot expect to have available to us specific applications that allow us to accomplish every conceivable combination of devices that we might wish. Instead, we believe that many of our interactions will be through highly generic tools that allow enduser discovery, configuration, interconnection, and control of the devices around us. This paper presents a design study of such an environment, intended to support serendipitous, opportunistic use of discovered network resources. We present an examination of a generic browser-style application built on top of an infrastructure developed to support arbitrary recombination of devices and services, as well as a number of challenges we believe to be inherent in such settings."
25,Virtual documents generated via combined documents or portions of documents retrieved from data repositories,178,2002,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=QYqwwwcAAAAJ&pagesize=50&citation_for_view=QYqwwwcAAAAJ:UebtZRa9Y70C,"AS discussed in the background of the invention, the Structure that file Systems provide for managing files becomes the Structure by which users organize and interact with documents. However, documents and files are not the Same thing. The present invention has as an immediate goal to Separate management of properties related to the docu ment or concerning the document from the management of the document content. Therefore, user-specific document properties are managed close to the document consumer or user of the document rather than where the document is"
26,System and method for providing secure resource management,161,2011,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=QYqwwwcAAAAJ&pagesize=50&citation_for_view=QYqwwwcAAAAJ:t6usbXjVLHcC,"2001/0048744 A1 2002fOO61748 A1 2002fOO65065 A1 2002fOO94087 A1 2002/0112164 A1* 2002/0147920 A1 2002fO156795 A1 2002fO159598 A1 2003, OO14646 A1 2003/0051140 A1 2003/0078072 A1 2003/0O81774 A1 5, 2003 Lin et al. 2003/01 17985 A1 6/2003 Fujii et al. 2003/0196087 A1* 10/2003 Stringer et al................ 713,171"
27,Designing and implementing asynchronous collaborative applications with Bayou,155,1997,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=QYqwwwcAAAAJ&pagesize=50&citation_for_view=QYqwwwcAAAAJ:eQOLeE2rZwMC,"Asynchronous collaboration is characterized by the degree of independence collaborators have from one another. In particular, collaborators working asynchronously typically have little need for frequent and finegrained coordination with one another, and typically do not need to be notified immediately of changes made by others to any shared artifacts they are working with. We present an infrastructure, called Bayou, designed to support the construction of asynchronous collaborative applications. Bayou provides a replicated, weakly-consistent, data storage engine to application writers. The system supports a number of mechanisms for leveraging application semantics; using these mechanisms, applications can implement complex conflict detection and resolution policies, and choose the level of consistency and stability they will see in their databases. We present a number of applications we have built or are …"
28,Using speakeasy for ad hoc peer-to-peer collaboration,154,2002,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=QYqwwwcAAAAJ&pagesize=50&citation_for_view=QYqwwwcAAAAJ:_FxGoFyzp5QC,"Peer-to-peer systems appear promising in terms of their ability to support ad hoc, spontaneous collaboration. However, current peer-to-peer systems suffer from several deficiencies that diminish their ability to support this domain, such as inflexibility in terms of discovery protocols, network usage, and data transports. We have developed the Speakeasy framework, which addresses these issues, and supports these types of applications. We show how Speakeasy addresses the shortcomings of current peer-to-peer systems, and describe a demonstration application, called Casca, that supports ad hoc peer-to-peer collaboration by taking advantages of the mechanisms provided by Speakeasy."
29,More than meets the eye: transforming the user experience of home network management,147,2008,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=QYqwwwcAAAAJ&pagesize=50&citation_for_view=QYqwwwcAAAAJ:qUcmZB5y_30C,"As computing migrates from the workplace to the home, householders must tackle problems of home network maintenance. Often they lack the technical knowledge or motivation to complete these tasks, making the user experience of home network maintenance frustrating. In response to these difficulties, many householders rely on handwritten reminders or interactive networking tools that are ill-suited for the home environment. In this paper, we seek to understand how to design better home network management tools through a study of sketches created by 40 people in 18 households. In our study, we obtained information about householders' knowledge, practices and needs with respect to home networking. Based on our results, we present guidelines for transforming the user experience of home network management."
30,Mapping GUIs to auditory interfaces,146,1992,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=QYqwwwcAAAAJ&pagesize=50&citation_for_view=QYqwwwcAAAAJ:W7OEmFMy1HYC,"This paper describes work to provide mappings between X-based graphical interfaces and auditory interfaces. In our system, dubbed Mercator, this mapping is transparent to applications. The primary motivation for this work is to provide accessibility to graphical applications for users who are blind or visually impaired. We describe the design of an auditory interface which simulates many of the features of graphical interfaces. We then describe the architecture we have built to model and transform graphical interfaces. Finally, we conclude with some indications of future research for improving our translation mechanisms and for creating an auditory “desktop” environment."
31,Stuck in the Middle: The challenges of user-centered design and evaluation of infrastructure,143,2003,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=QYqwwwcAAAAJ&pagesize=50&citation_for_view=QYqwwwcAAAAJ:roLk4NBRz8UC,"Infrastructure software comprises code libraries or runtime processes that support the development or operation of application software. A particular infrastructure system may support certain styles of application, and may even determine the features of applications built using it. This poses a challenge: although we have good techniques for designing and evaluating interactive applications, our techniques for designing and evaluating infrastructure intended to support these applications are much less well formed. In this paper, we reflect on case studies of two infrastructure systems for interactive applications. We look at how traditional user-centered techniques, while appropriate for application design and evaluation, fail to properly support infrastructure design and evaluation. We present a set of lessons from our experience, and conclude with suggestions for better user-centered design and evaluation of …"
32,Self-contained document management based on document properties,143,2001,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=QYqwwwcAAAAJ&pagesize=50&citation_for_view=QYqwwwcAAAAJ:8k81kl-MbHgC,"(57) ABSTRACT A document management System is provided which organizes, Stores and retrieves documents in accordance with document properties. A property attachment mecha nism allows a user to define and attach Static properties and/or active properties to a document. The active properties include executable code which control the behavior of the document contents. Upon transferring a document to another user, System, or environment, the document management System combines the document content and properties as a Self-contained document which can interpret and manipulate its own contents. In this manner, a receiving user does not require additional applications in order to manipulate the document contents into a usable format. The Self-contained document interprets and manipulates itself using its active properties to provide a useful document to the receiving"
33,Property based mechanism for flexibility supporting front-end and back-end components having different communication protocols,141,2001,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=QYqwwwcAAAAJ&pagesize=50&citation_for_view=QYqwwwcAAAAJ:0EnyYjriUFMC,"Notice: Subject to any disclaimer, the term of this... patent is extended or adjusted under 35 In a computer system~ havmg a number of applications and U ‘SC'154 (k)) by 0 days ‘ storage repositories usmg protocols WhlCh are different from each other, a document management system is interposed into a content and/or property read/Write path of the com (21) Appl'NO ‘: 09/143’778 puter system. The document management system provides (22) Filed; Aug 31, 1998 for attachment of properties to documents, Which alloW for separating the content of the document from the properties"
34,Timewarp: techniques for autonomous collaboration,138,1997,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=QYqwwwcAAAAJ&pagesize=50&citation_for_view=QYqwwwcAAAAJ:ufrVoPGSRksC,"This paper presents a set of techniques for supporting autonomous collaboration-collaboration where participants work independently for periods, and then join together to integrate their efforts. This paper posits that autonomous collaboration can be well-supported by systems in which the notion of time is made both explicit and editable, so that the parallel but divergent states of a shared artifact are exposed in the interface. We have developed a system, called timewarp, that explores these. ideas, and provides support for distribution, awareness, and conflict resolution in an application-independent fashion."
35,A bridging framework for universal interoperability in pervasive systems,137,2006,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=QYqwwwcAAAAJ&pagesize=50&citation_for_view=QYqwwwcAAAAJ:hqOjcs7Dif8C,"We explore the design patterns and architectural tradeoffs for achieving interoperability across communication middleware platforms, and describe uMiddle, a bridging framework for universal interoperability that enables seamless device interaction over diverse platforms. The proliferation of middleware platforms that cater to specific devices has created isolated islands of devices with no uniform protocol for interoperability across these islands. This void makes it difficult to rapidly prototype pervasive computing applications spanning a wide variety of devices. We discuss the design space of architectural solutions that can address this void, and detail the trade-offs that must be faced when trying to achieve cross-platform interoperability. uMiddle is a framework for achieving such interoperability, and serves as a powerful platform for creating applications that are independent of specific underlying communication …"
36,Computer help at home: methods and motivations for informal technical support,134,2009,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=QYqwwwcAAAAJ&pagesize=50&citation_for_view=QYqwwwcAAAAJ:maZDTaKrznsC,"Prior research suggests that people may ask their family and friends for computer help. But what influences whether and how a ""helper"" will provide help? To answer this question, we conducted a qualitative investigation of people who participated in computer support activities with family and friends in the past year. We describe how factors including maintenance of one's personal identity as a computer expert and accountability to one's social network determine who receives help and the quality of help provided. We also discuss the complex, fractured relationship between the numerous stakeholders involved in the upkeep of home computing infrastructures. Based on our findings, we provide implications for the design of systems to support informal help-giving in residential settings."
37,The ins and outs of home networking: The case for useful and usable domestic networking,131,2009,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=QYqwwwcAAAAJ&pagesize=50&citation_for_view=QYqwwwcAAAAJ:bEWYMUwI8FkC,"Householders are increasingly adopting home networking as a solution to the demands created by the presence of multiple computers, devices, and the desire to access the Internet. However, current network solutions are derived from the world of work (and initially the military) and provide poor support for the needs of the home. We present the key findings to emerge from empirical studies of home networks in the UK and US. The studies reveal two key kinds of work that effective home networking relies upon: one, the technical work of setting up and maintaining the home network, and the other, the collaborative and socially organized work of the home which the network is embedded in and supports. The two are thoroughly intertwined and rely upon one another for their realization, yet neither is adequately supported by current networking technologies and applications. Explication of the “work to make the home …"
38,Security automation considered harmful?,131,2008,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=QYqwwwcAAAAJ&pagesize=50&citation_for_view=QYqwwwcAAAAJ:ZeXyd9-uunAC,"End-users are often perceived as the weakest link in information security. Because of this perception, a growing body of research and commercial activity is focused on automated approaches to security. With these approaches, security decisions are removed from the hands of the users, and are placed instead in systems themselves, or in remote services or organizations that establish policies that are automatically enforced. We contend that although security automation is potentially beneficial in theory, in practice it is not a panacea for end-user information security. A number of technical and social factors mitigate against the acceptance and efficacy of automated end-user security solutions in many cases. In this paper, we present a discussion of the inherent limitations of automating security for end-users. We then discuss a set of design guidelines for choosing whether to automate end-user security systems. We …"
39,Session management for collaborative applications,129,1994,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=QYqwwwcAAAAJ&pagesize=50&citation_for_view=QYqwwwcAAAAJ:WF5omc3nYNoC,"Session management systems for collaborative applications have required a great deal of reimplementation work by developers because they have been typically created on a case-by-case basis. Further, artifacts of this development process have limited the flexibility of session management systems and their ability to cooperate across applications, resulting in the fairly formalized, heavy-weight session management found in most collaborative systems today. We present a model for a light-weight form of session management, the theoretical foundation for this model (based on the sharing of information about user and system activity), and details of a collaboration support environment which implements our session management model."
