Rank,Title,Citations,Year,URL,Description
11,NOTES FROM THE MARGIN: Fight the Power: Black Tech Feminist Resistance in the Wake,1,2025,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=dYtRH80AAAAJ&pagesize=50&citation_for_view=dYtRH80AAAAJ:3fE2CSJIrl8C,"They began by diving into an article written by Sharpe [9], prior to the publication of her book, that introduced her concept of the wake and wake work. One particular quote from the article resonated with the team and laid the foundation for their thoughts and discussion.“'Black Studies: In the Wake'is, among other things, a staking out of the need for the rereading, reinvigoration, and reengagement with the work of black studies and a recognition of the many ways that that work is being done.”[9, p. 59]Thomas: Christina Sharpe’s article [9], with its focus on wake work is another framing and lens through which to view the research and work we've been doing through intersectional computing [7]. The roots of wake work are similar: bringing in the history, thinking about the theory, centering the voices and experiences of those marginalized, calling for new methodologies. The wake is a metaphor that's used to help certain …"
12,Anchoring STEM Education Research in Black Feminist Epistemology,1,2025,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=dYtRH80AAAAJ&pagesize=50&citation_for_view=dYtRH80AAAAJ:MXK_kJrjxJIC,"Traditional STEM Education Research and Black Feminist Epistemology represent contrasting paradigms in how education researchers produce and understand knowledge. As Black women STEM education researchers conducting research on the undergraduate experiences of interruption by Black women in STEM (UPLIFT project), we acknowledge and prioritize our own subjectivity, personal experiences, and standpoints in the research process. In this paper, we discuss the ways we commit to anchoring our STEM education research in the methodological principles of Black Feminist epistemology."
13,RESPECT 2024: Call for Participation,1,2024,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=dYtRH80AAAAJ&pagesize=50&citation_for_view=dYtRH80AAAAJ:hqOjcs7Dif8C,"We are excited to invite you to attend RESPECT 2024. The Conference on Research in Equity and Sustained Participation in Engineering, Computing, and Technology (RESPECT) is the premier venue for research on equity, inclusion, and justice in computing and computing education. Now in its ninth edition, the RESPECT 2024 conference will be held in Atlanta, GA on May 16-17, 2024."
14,NOTES FROM THE MARGIN: Wake Work: Reimagining a Way Forward in Computing Education,1,2024,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=dYtRH80AAAAJ&pagesize=50&citation_for_view=dYtRH80AAAAJ:UebtZRa9Y70C,"The influence of colonialism on edu-cation extends beyond geographical borders, manifesting in the imposition of Western educational standards, cultural assimilation, western hegemonic systems of power (patriarchy, classism, elitism, racism, the gender binary, and more), and creation of hierarchical structures that mask underlying colonial conditions [1, 6, 11, 20, 21]. Numerous present-day challenges that plague higher education stem from entrenched systems that underpin education as a whole. Consequently, solutions emerging from within these systems often address surface-level symptoms, leaving root causes unattended and perpetuating harm against those historically marginalized by the educational system [20]. In the United States, the last two years have seen on-going attacks on diversity, equity, and inclusion through the passage of restrictive and discriminatory legislation, dismantling of affirmative …"
15,NOTES FROM THE MARGIN: Sit Down and Stay a While,1,2023,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=dYtRH80AAAAJ&pagesize=50&citation_for_view=dYtRH80AAAAJ:eQOLeE2rZwMC,"Welcome to Notes from the Margin, a new column focused on elevating the voices of scholars from marginalized communities in computing, with a particular focus on Black women. We ourselves are two educational researchers who focus on the experiences of Black women in STEM, with a subset of our work devoted to Black women who teach computer science.I (Tamara) am the Deputy Director and Senior Director of Research and Programs at the Constellations Center for Equity in Computing at Georgia Tech. However, what is more important to know about me is that I am a Black woman from the southern United States who believes that circumstance should not define opportunity, and as an educational researcher, this viewpoint guides all of my work. In my dissertation I wrote,“I understand how powerful technology is and appreciate its uses. However, I left a graduate computer science program to pursue a …"
16,STEAM Storytime: Fusing Artistic Expression with Scientific Discourse through Picture Books,1,2022,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=dYtRH80AAAAJ&pagesize=50&citation_for_view=dYtRH80AAAAJ:YsMSGLbcyi4C,"This chapter presents a case study of a meaningful and replicable creative exercise that fuses artistic expression and storytelling with common First-Year Composition lessons on rhetorical appeals, audience awareness, concision, and multimodality. The seemingly simple and familiar genre of the children’s picture book is presented to STEM students to help facilitate explorations of their own ideas, beliefs, and humanistic impulses regarding their future majors. Students examine how representation in children’s books combine with class, race, and access to limit society’s vision of who can become (in the words of our institution’s fight song) a “helluva Georgia Tech engineer” (or astrophysicist, architect, etc.). This research is framed within a course dedicated to examining the historical transformation of “scientific” discourses about race, gender, nationality, physical and mental health, and the professionalization of the …"
17,Improving the perceived value and affect of statistics in elementary and middle school teachers through the development of pedagogical content knowledge,1,2014,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=dYtRH80AAAAJ&pagesize=50&citation_for_view=dYtRH80AAAAJ:IjCSPb-OGe4C,"BACKGROUND The new Common Core State Standards (CCSS), which replaced the individual state standards in 49 states across the United States, emphasize what they call operations and algebraic thinking beginning in kindergarten, placing students on a calculus-based trajectory for school mathematics as soon as they enter our classrooms. Even though the CCSS places a stronger emphasis on data analysis leading to statistics than many states did in the past, the standards’ focus still falls towards the traditional mathematics curriculum (National Governors Association Center for Best Practices, Council of Chief State School Officers, 2010). Although the knowledge of calculus is important in many professions, the calculus track has been so engrained within our educational system that even with the new emphasis that the CCSS places on data analysis and statistics, assessments still focus overwhelmingly on the algebra standards, sending the signal to many teachers that they need not spend significant time or effort inside, or outside, of their classrooms on statistics content.A recent report on the need for statistics education graduate programs noted,“There is a great need to prepare elementary and secondary teachers who understand statistics at a reasonably deep level in order to teach ideas of data and chance to their students”(Garfield, Pantula, Pearl and Utts, 2009, p. 17). For many mathematics teachers their only experience with statistics is in an introductory statistics course taken at the undergraduate level (Burrill & Romburg, 1998; Garfield & Ben-Zvi, 2008). However, these courses are not focused on developing pedagogical content …"
18,Improving Student Understanding and Efficiency through Technology Use in the Differential Equations Classroom,1,2013,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=dYtRH80AAAAJ&pagesize=50&citation_for_view=dYtRH80AAAAJ:ufrVoPGSRksC,"Improving Student Understanding and Efficiency through Technology Use in the Differential Equations ClassroomAbstractDifferential Equations (ODE) is a traditionally difficult course for students, with solutionprocesses that are often long and tedious. Additionally, the online course management systemsthat students have come to expect in pre-calculus and calculus sequences, along with theiradditional video and other resources, are generally not available. This means that students areheavily dependent on class time to help them understand the material for the course. Traditionally, there is a need to “fast-forward” over the tedious integrations and other basiccalculations that are often required for the solution process, in order to present a useful numberof examples. The author has implemented several strategies to help address these issues in herclassroom, including use of Maple in class and recording lectures on the computer via programssuch as TechSmith’s Camtasia. Our university is a small liberal-arts institute that has a strong emphasis on technology use. Enrollment in the Ordinary Differential Equations class is comprised of mathematics majors andstudents in our dual degree and transfer programs for engineering. A significant portion of thestudents are non-traditional and/or have substantial work obligations that they need to balancewith their coursework. This means that any class time missed by a student is especially difficultto catch up, as their time on campus often does not line up with instructor campus office hours. Maple has been a tool available to our ODE students for several years. Recently, we beganrequiring use of Maple in …"
19,Interruption as a Framework for Unpacking the Experiences of Undergraduate Black Women in STEM: A Critical Case Study,0,2025,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=dYtRH80AAAAJ&pagesize=50&citation_for_view=dYtRH80AAAAJ:_kc_bZDykSQC,"This full research paper presents the critical case study of an undergraduate Black woman in STEM using the authors' new conceptual framework for interruption. This framework for interruption was designed to interrogate how repeated interruptions experienced by Black women in STEM disrupt their momentum and can lead to maladaptive coping strategies. Guided by the research question: In what ways and to what extent is the interruption of undergraduate Black women in STEM reflective of the structural and systemic oppression of Black women in the United States?, this paper illuminates the ways power structures impose themselves on Black women in STEM, thus impacting their intent to persist. Data for this paper were derived from a larger longitudinal project exploring the experiences of forty (40) undergraduate Black women majoring in STEM fields at three institutions of higher education (IHEs). Two years …"
20,Lineage and Legacy: The Global Importance of Black Women in Computing Education Research,0,2025,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=dYtRH80AAAAJ&pagesize=50&citation_for_view=dYtRH80AAAAJ:YOwf2qJgpHMC,"As new technological developments rapidly come to market, increased participation by Black women in computing education research is imperative to an inclusive future society. Whether those researchers focus on K-12, higher education, or industry, the inclusion of Black women across the globe helps to broaden our understanding of how to dismantle structures that maintain economic and social disparities through a lack of access and engagement. By bringing together Black women from across the diaspora, commonalities in experience, perspective, and research approach can be highlighted, and strategies for developing a more inclusive community can be discussed. In this panel, we explore ideas of Lineage and Legacy through a discussion of our experiences as Black women in computing education research. Drawing on scholarship that examines the lived realities of Black women in computing education …"
21,Exploring Computing Education Research as a Racialized Space,0,2025,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=dYtRH80AAAAJ&pagesize=50&citation_for_view=dYtRH80AAAAJ:ULOm3_A8WrAC,"Within computing education research, there is an ongoing debate about the global impact of racism. Thus, its importance as a topic for researchers in the field of computing education is often overlooked. Although we acknowledge that projects focused on interrogating the role of race and racism in computing education are often led by US-based researchers, the long-term growth of the field requires that we actively interrogate the extent to which racism has and continues to privilege dominant racial groups across the globe. In response to this dilemma, this working group seeks to identify how race is explicitly and implicitly used within the field of computing education research to subjugate researchers of color and produce racial privilege. We apply Battey and Levya's framework for whiteness in mathematics education to explore two sites of power within computing education research: (1) organizational leadership …"
22,BOARD# 432: Racial Equity in STEM Education: Unpacking the Experiences of Black Women in STEM,0,2025,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=dYtRH80AAAAJ&pagesize=50&citation_for_view=dYtRH80AAAAJ:Zph67rFs4hoC,"In order for the United States to remain competitive in the global market, it will need a diverse STEM workforce to tackle social, scientific, and technical problems that impact every aspect of our lives (National Science Foundation, 2020). Unfortunately, despite a plethora of initiatives and a surge of research activity within the last ten years, the number of Black women persisting in STEM disciplines remains low and in some fields continues to decline (Chen, 2013). In addition, most STEM jobs require postsecondary education, giving institutions of higher education (IHEs) a high level of power as gatekeepers to long-term financial and social well-being (Cabrera, 2014; Carnevale et al., 2020). When individuals are unable to successfully navigate racist and sexist experiences within IHEs and choose to leave STEM, the entire system of social inequality, from health care to housing to generational wealth, is maintained."
23,Ignorance is bliss: White Male Privilege and the Reproduction of Gendered-Racism in Computer Science Education,0,2025,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=dYtRH80AAAAJ&pagesize=50&citation_for_view=dYtRH80AAAAJ:KlAtU1dfN6UC,"Undergraduate degrees in computer science increased over the last 10 years from 42,459 degrees earned in 2013 to 114,751 degrees earned in 2023, but this growth has not been equally distributed across the population. For example, the number of CS bachelor's degrees earned by Asian students grew more than fivefold from 2013 to 2023, while the number earned by Black students increased by a factor of only 2.3, less than the overall growth rate of 2.7. White men decreased their share of degrees earned by 14.7%. Despite the decrease in representation, our study finds computing environments are more favorable to white men as compared to other students."
24,Innovative Approaches to CS Education Research that Enable All Students' Success,0,2025,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=dYtRH80AAAAJ&pagesize=50&citation_for_view=dYtRH80AAAAJ:8k81kl-MbHgC,"What does it mean to conduct computer science education research in a manner that ensures that the evidence produced is high quality and benefits a wide variety of students? One can pour over various guides from institutions like What Works Clearinghouse (WWC) and the American Psychology Association (APA). However, what many standards fail to include is a holistic perspective of conducting education research, including guidelines for ensuring that the aggregated data presented represents the student population that the research will ultimately serve. In this panel, we tackle both and explore approaches that have been used in other education research fields as well as those appropriate to CS education research that can be leveraged to ensure that all students' needs, experiences, cultures, identities, and voices are captured and presented in our research."
25,RESPECT 2024: Conference Recap,0,2024,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=dYtRH80AAAAJ&pagesize=50&citation_for_view=dYtRH80AAAAJ:5nxA0vEk-isC,"The Conference on Research in Equity and Sustained Participation in Engineering, Computing, and Technology is the premier venue for research on equity, inclusion, and justice in computing and computing education. RESPECT 2024, the ninth edition of this conference, was held on May 16-17, 2024 at the Georgia Tech Conference Center and Hotel in Atlanta, Georgia."
26,"SIGCSE Bulletin Vol. 56, No. 2",0,2024,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=dYtRH80AAAAJ&pagesize=50&citation_for_view=dYtRH80AAAAJ:0EnyYjriUFMC,"Welcome to the April issue of the SIGCSE Bulletin for 2024. We begin with exciting news: the introduction of the SIGCSE Virtual Conference, scheduled for December 2024. We hope that this addition to our expanding selection of conferences provides the opportunity for broader participation among the SIGCSE community. We also have a call for submissions from the Koli Calling Program Committee, calls for participation in a number of upcoming conferences (RESPECT, ITiCSE, and ICER), and a recap of the SIGCSE Technical Symposium that took place in March."
27,Member Spotlight: Tamara Pearson,0,2023,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=dYtRH80AAAAJ&pagesize=50&citation_for_view=dYtRH80AAAAJ:WF5omc3nYNoC,"Tamara Pearson is Senior Director of Research at the Constellations Center for Equity in Computing, based in the College of Computing at Georgia Tech."
28,Computer science jobs pay well and are growing fast. Why are they out of reach for so many of America’s students?,0,2020,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=dYtRH80AAAAJ&pagesize=50&citation_for_view=dYtRH80AAAAJ:W7OEmFMy1HYC,Description not available
29,Do You See What I See? Deepening Teachers’ Understanding of Linear Equations Through Student Interviews,0,2014,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=dYtRH80AAAAJ&pagesize=50&citation_for_view=dYtRH80AAAAJ:_FxGoFyzp5QC,"Many teachers have trouble transitioning their students between natural recursive thinking about the data and algebraic notation for representing linear functions (Zazkis & Liljedahl, 2002). In this study, we interviewed eighteen middle school students to see how they used prior instruction to think about a geometric pattern and construct its corresponding linear equation. All students were given the same task to complete and were questioned about their thinking during the interview. We found that the recording of pattern recognition plays a substantial part in helping students recognize and write explicit patterns. By having students decompose the total perimeter into how they saw the pattern growing, students were more successful in making the connection to the numeric representation of growth. In addition, they were better able to explain how they set up the equation, and the connection of each part of the equation to the original pattern. As teachers work with their students in developing a conceptual understanding of linear equations, it is critical that students are exposed to geometric patterns. The results of this study will help mathematics teacher educators better prepare teachers to develop their students' develop rich and connected mathematical understanding."
30,What Is Worthwhile?,0,2002,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=dYtRH80AAAAJ&pagesize=50&citation_for_view=dYtRH80AAAAJ:Tyk-4Ss8FVUC,Description not available
31,Students as Producers: Changing the Way we Teach and Learn,0,2000,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=dYtRH80AAAAJ&pagesize=50&citation_for_view=dYtRH80AAAAJ:2osOgNQ5qMEC,"Educational technology courses at the University of Florida are modeling the concept of students as producers. Through student-based projects such as an online support center, educational software, student portfolios, and documentary-type CD-roms our students are producing educational products. These'real'activities are improving our courses as students learn by doing, thereby creating a constructivist learning environment. Relevant, contextual projects such as these provide students with an increased sense of empowerment and ownership. In our presentation we will share how the traditional roles of instructor and learner may no longer appropriate."
