Rank,Title,Citations,Year,URL,Description
11,The economics of cryptographic trust: understanding certificate authorities,11,2016,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=lHmMK_4AAAAJ&pagesize=50&citation_for_view=lHmMK_4AAAAJ:2osOgNQ5qMEC,"Certificate Authorities (CAs) play a crucial role in HTTPS, the mechanism that secures all of the web's most important communication; if it has a log-in page, it must use HTTPS. However, recent history is littered with instances of CAs unabashedly undermining the trust model of the web in favor of economic gain, causing catastrophic harm to users in the process. The purpose of this thesis is to understand how well user, domain owner, and browser vendor controls function in order to evaluate methods of realigning CA incentives. Using a compendium of past incidents of CA failure as a series of natural experiments, along with a large dataset of all publicly available certificate collections, we find that it is possible to causally link a very slight increase in domain owners leaving a CA when a CA acts inappropriately. We further find that the technical architecture of the CA system leaves users without effective control over which CAs they trust, and that browsers face certain difficulty in distrusting larger CAs. The end result is a system where large CAs can unilaterally undermine the trust model of the web without clear repercussion."
12,SonicPACT: An Ultrasonic Ranging Method for the Private Automated Contact Tracing (PACT) Protocol,8,2020,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=lHmMK_4AAAAJ&pagesize=50&citation_for_view=lHmMK_4AAAAJ:_FxGoFyzp5QC,"Throughout the course of the COVID-19 pandemic, several countries have developed and released contact tracing and exposure notification smartphone applications (apps) to help slow the spread of the disease. To support such apps, Apple and Google have released Exposure Notification Application Programming Interfaces (APIs) to infer device (user) proximity using Bluetooth Low Energy (BLE) beacons. The Private Automated Contact Tracing (PACT) team has shown that accurately estimating the distance between devices using only BLE radio signals is challenging. This paper describes the design and implementation of the SonicPACT protocol to use near-ultrasonic signals on commodity iOS and Android smartphones to estimate distances using time-of-flight measurements. The protocol allows Android and iOS devices to interoperate, augmenting and improving the current exposure notification APIs. Our initial experimental results are promising, suggesting that SonicPACT should be considered for implementation by Apple and Google."
13,The Android Platform Security Model (2023),6,2023,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=lHmMK_4AAAAJ&pagesize=50&citation_for_view=lHmMK_4AAAAJ:8k81kl-MbHgC,Android is the most widely deployed end-user focused operating system. With its growing set of use cases
14,"Robust, privacy-preserving, transparent, and auditable on-device blocklisting",6,2023,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=lHmMK_4AAAAJ&pagesize=50&citation_for_view=lHmMK_4AAAAJ:0EnyYjriUFMC,"With the accelerated adoption of end-to-end encryption, there is an opportunity to re-architect security and anti-abuse primitives in a manner that preserves new privacy expectations. In this paper, we consider two novel protocols for on-device blocklisting that allow a client to determine whether an object (e.g., URL, document, image, etc.) is harmful based on threat information possessed by a so-called remote enforcer in a way that is both privacy-preserving and trustworthy. Our protocols leverage a unique combination of private set intersection to promote privacy, cryptographic hashes to ensure resilience to false positives, cryptographic signatures to improve transparency, and Merkle inclusion proofs to ensure consistency and auditability. We benchmark our protocols -- one that is time-efficient, and the other space-efficient -- to demonstrate their practical use for applications such as email, messaging, storage, and other applications. We also highlight remaining challenges, such as privacy and censorship tensions that exist with logging or reporting. We consider our work to be a critical first step towards enabling complex, multi-stakeholder discussions on how best to provide on-device protections."
15,A systematization of voter registration security,5,2023,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=lHmMK_4AAAAJ&pagesize=50&citation_for_view=lHmMK_4AAAAJ:UebtZRa9Y70C,"Voter registration is an essential part of almost any election process, and its security is a critical component of election security. Yet, despite notable compromises of voter registration systems, relatively little academic work has been devoted to securing voter registration systems, compared to research on other aspects of election security. In this paper, we present a systematic treatment of voter registration system security. We propose the first rigorous definitional framework for voter registration systems, describing the entities and core functionalities inherent in most voter registration systems, the jurisdictional policies that constrain specific implementations, and key security properties. Our definitions are configurable based on jurisdiction-specific parameters and policies. We provide a template for the structured presentation of detailed jurisdictional policy information, via a series of tables, and illustrate its …"
16,Security Research for the Public Good: A Principled Approach,2,2021,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=lHmMK_4AAAAJ&pagesize=50&citation_for_view=lHmMK_4AAAAJ:Se3iqnhoufwC,"Recent history is littered with examples of software vendors betraying user trust, exposing the public to exploitable code, data leaks, and invasive privacy practices. Undirected security research may be insufficient for preventing such foreseeable and preventable failures, as these problems are often the result of misaligned vendor incentives rather than the technical specifics of the systems themselves. This dissertation illustrates the utility of security research that is motivated explicitly by the goal of realigning incentives of market actors toward providing better security. We find that a research approach guided by a deep understanding of the economic, regulatory, and technical attributes of the actors involved is crucial for solving important societally-relevant problems in computer security. We present three case studies in applying this vision: Our first case study considers vulnerability discovery as applied to Internet voting. We perform a security analysis of the dominant Internet voting systems used in U.S. federal elections, including those used in the 2020 U.S. presidential race. We find that, despite decades of research in cryptography and voting, all deployed systems are of simplistic design and suffer basic security and privacy problems, supporting the conclusion that the market is in failure. Our second case study involves designing cryptography to disincentivize (rather than prevent) bad behavior through the example of deniability in messaging. We find that the evolution of the email ecosystem has inadvertently resulted in most messages being nonrepudiable, incentivizing email theft and public exposure of private data. We present cryptographic …"
17,Fingerprinting SDKs for Mobile Apps and Where to Find Them: Understanding the Market for Device Fingerprinting,1,2025,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=lHmMK_4AAAAJ&pagesize=50&citation_for_view=lHmMK_4AAAAJ:KlAtU1dfN6UC,"This paper presents a large-scale analysis of fingerprinting-like behavior in the mobile application ecosystem. We take a market-based approach, focusing on third-party tracking as enabled by applications' common use of third-party SDKs. Our dataset consists of over 228,000 SDKs from popular Maven repositories, 178,000 Android applications collected from the Google Play store, and our static analysis pipeline detects exfiltration of over 500 individual signals. To the best of our knowledge, this represents the largest-scale analysis of SDK behavior undertaken to date. We find that Ads SDKs (the ostensible focus of industry efforts such as Apple's App Tracking Transparency and Google's Privacy Sandbox) appear to be the source of only 30.56% of the fingerprinting behaviors. A surprising 23.92% originate from SDKs whose purpose was unknown or unclear. Furthermore, Security and Authentication SDKs are …"
18,Cryptographic verifiability for voter registration systems,1,2025,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=lHmMK_4AAAAJ&pagesize=50&citation_for_view=lHmMK_4AAAAJ:3fE2CSJIrl8C,"Voter registration systems are a critical - and surprisingly understudied - element of most high-stakes elections. Despite a history of targeting by adversaries, relatively little academic work has been done to increase visibility into how voter registration systems keep voters' data secure, accurate, and up to date. Enhancing transparency and verifiability could help election officials and the public detect and mitigate risks to this essential component of electoral processes worldwide. This work introduces cryptographic verifiability for voter registration systems. Based on consultation with diverse expert stakeholders that support elections systems, we precisely define the requirements for cryptographic verifiability in voter registration and systematize the practical challenges that must be overcome for near-term deployment. We then introduce VRLog, the first system to bring strong verifiability to voter registration. VRLog enables election officials to provide a transparent log that (1) allows voters to verify that their registration data has not been tampered with and (2) allows the public to monitor update patterns and database consistency. We also introduce VRLog, an enhancement to VRLog that offers cryptographic privacy to voter deduplication between jurisdictions - a common maintenance task currently performed in plaintext or using trusted third parties. Our designs rely on standard, efficient cryptographic primitives, and are backward compatible with existing voter registration systems. Finally, we provide an open-source implementation of VRLog and benchmarks to demonstrate that the system is practical - capable of running on low-cost commodity …"
19,Security and Privacy Analysis of Tile's Location Tracking Protocol,0,2025,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=lHmMK_4AAAAJ&pagesize=50&citation_for_view=lHmMK_4AAAAJ:Zph67rFs4hoC,"We conduct the first comprehensive security analysis of Tile, the second most popular crowd-sourced location-tracking service behind Apple's AirTags. We identify several exploitable vulnerabilities and design flaws, disproving many of the platform's claimed security and privacy guarantees: Tile's servers can persistently learn the location of all users and tags, unprivileged adversaries can track users through Bluetooth advertisements emitted by Tile's devices, and Tile's anti-theft mode is easily subverted. Despite its wide deployment -- millions of users, devices, and purpose-built hardware tags -- Tile provides no formal description of its protocol or threat model. Worse, Tile intentionally weakens its antistalking features to support an antitheft use-case and relies on a novel ""accountability"" mechanism to punish those abusing the system to stalk victims. We examine Tile's accountability mechanism, a unique feature of independent interest; no other provider attempts to guarantee accountability. While an ideal accountability mechanism may disincentivize abuse in crowd-sourced location tracking protocols, we show that Tile's implementation is subvertible and introduces new exploitable vulnerabilities. We conclude with a discussion on the need for new, formal definitions of accountability in this setting."
20,Online Voting Wasn’t Ready for 2020. Don’t Count on It Anytime Soon.,0,2023,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=lHmMK_4AAAAJ&pagesize=50&citation_for_view=lHmMK_4AAAAJ:kNdYIx-mwKoC,"Lawfare is partnering with the Stanford-MIT Healthy Elections Project to produce a series on election integrity in the midst of the coronavirus crisis. The Healthy Elections Project aims to assist election officials and the public as the nation confronts the challenges that the coronavirus pandemic poses for election administration. Through student-driven research, tool development, and direct services to jurisdictions, the project focuses on confronting the logistical challenges faced by states as they make rapid transitions to mail balloting and the creation of safe polling places. Read other installments in the series here.The ongoing coronavirus pandemic has forced many election officials to consider how they can guarantee the right to vote without compromising the health and safety of voters and poll workers. In light of these concerns, officials nationwide have rapidly expanded mail-in voting processes and organized safer in-person polling stations in order to ensure successful elections. Online voting has also gained some attention as a potential means to support healthy elections for its apparent safety and accessibility advantages, especially earlier on in the pandemic."
